R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3	R0	R1	R2	R3	R4	R5	R6	signedCPS1	signedCPS2	signedCPS3	signedCPS4	signedCPS5	signedCPS6	FDR1	FDR2	FDR3	FDR4	FDR5	FDR6
ENSG00000115694	11.8117	11.7992	11.7867	11.7627	11.4426	11.5303	11.6219	11.6902	12.0162	11.9086	11.8008	11.5862	11.708	11.7666	11.7469	11.7226	20.3033	21.1715	20.7465	20.8765	18.4231	18.1118	18.9022	18.1386	20.9106	20.9925	21.1148	20.0554	20.6293	19.2476	19.8744	19.4756	0.761981191	0.714372183	0.430850837	0.2729413682	0.2643251107	0.319755194	0.2786803148	-0.382	-0.68	-0.544	-0.201	0.29	-0.263	0.427981643543	0.171142614601	0.264018700787	0.584542789598	0.519117577664	0.540346054486
ENSG00000115806	11.6913	11.6732	11.6565	11.6302	12.0315	12.0161	11.8736	11.7483	11.712	11.6284	11.545	11.3792	12.7108	12.2641	11.8825	11.5978	20.9416	20.3247	20.2148	19.2832	19.6219	20.4628	20.1865	19.7962	21.7778	21.5207	21.2653	21.1367	20.2731	19.6476	19.54	19.8588	0.475388776	0.469333381	0.399819573	0.3606555	0.277365292	0.274678879	0.282082682	-0.281	-0.397	-0.346	-0.57	-0.142	0.142	0.526393438486	0.409964344358	0.468034274888	0.245841106291	0.614610812153	0.614610812153
ENSG00000115816	10.9216	10.9726	11.0236	11.1257	11.5585	11.3993	11.2317	11.1046	10.9278	11.0144	11.101	11.2742	10.8547	10.959	11.0787	11.1707	18.9388	20.8509	20.6514	20.357	20.7257	19.933	20.9493	19.8302	19.0859	20.3748	20.1534	20.119	19.3025	19.0468	20.0558	18.7896	0.806358054	0.701792848	0.504782457	0.415464853	0.386683502	0.549223355	0.3052274727	-0.456	-0.591	-0.421	-0.31	0.492	-0.631	0.344161364382	0.229707172496	0.383277792732	0.502402549048	0.308904929577	0.202904365904
ENSG00000115866	12.2978	12.2775	12.2576	12.2192	12.4852	12.7076	12.7551	12.7692	12.3487	12.2976	12.2464	12.1443	12.7271	12.7463	12.7328	12.7181	23.4695	23.8217	23.6654	23.6782	23.2801	23.2489	23.6967	23.4319	23.4758	23.2038	23.4753	23.4887	23.6278	23.4743	23.4944	23.9614	0.55628909	0.553864313	0.538822453	0.504633092	0.48155292	0.48616687	0.487440461	-0.234	-0.24	-0.332	-0.262	0.147	0.151	0.562210819914	0.557441702586	0.481392530854	0.54108224146	0.612462579352	0.610839962997
ENSG00000115919	9.01495	9.13689	9.2592	9.50684	10.0238	9.83006	10.4956	10.8734	9.44586	9.40865	9.37093	9.29351	9.81925	10.376	10.6156	10.9123	24.0584	23.8731	23.7056	23.9371	23.5652	23.8448	23.695	23.7422	24.973	24.5648	24.8629	24.8103	24.5413	24.2177	24.5146	24.7773	0.55833973	0.59240697	0.619474106	0.456743649	0.374573886	0.358280547	0.344000651	0.272	0.294	-0.663	-0.488	-0.208	-0.204	0.533850552386	0.515495791583	0.182501574803	0.311921001927	0.579741947964	0.582698874475
ENSG00000115944	11.9277	11.934	11.9415	11.9626	11.9128	12.2548	12.3908	12.4624	12.0177	11.9829	11.9482	11.8788	12.8405	12.6296	12.4067	12.2384	18.4805	19.4383	19.5956	19.61	18.5275	19.4937	20.4318	20.0706	18.5616	19.209	17.6655	19.3737	19.2911	18.6337	19.1521	18.8999	0.563581537	0.457569761	0.525572263	0.463959655	0.461121258	0.511948354	0.49517738	-0.421	0.338	-0.32	-0.246	0.311	-0.306	0.383277792732	0.475551935164	0.492963096852	0.553257454065	0.501435583705	0.50543976328
ENSG00000115946	8.73218	8.69499	8.65862	8.58969	8.39156	8.58491	8.65193	8.68998	8.94977	8.77101	8.59215	8.23361	8.68368	8.68634	8.63347	8.61365	21.1748	21.6914	21.5147	21.0193	21.193	19.2282	20.1663	19.1875	20.2123	19.5741	19.7338	19.6105	19.4183	19.3638	20.5433	17.7379	0.532475072	0.506878883	0.470576377	0.43739533	0.3587130656	0.518544814	0.1231217056	-0.382	-0.373	-0.348	-0.387	0.468	-0.918	0.427981643543	0.439149869242	0.466010621626	0.422136473696	0.331435162531	0.0430524193548
ENSG00000116030	10.6609	10.551	10.441	10.2197	9.75602	10.0182	10.204	10.3369	10.469	10.4714	10.4739	10.4806	10.0822	10.1725	10.3036	10.4018	21.3885	21.9658	20.4252	22.2133	19.5484	20.587	21.1012	20.31	22.378	21.8073	22.1933	21.782	20.6934	18.6082	20.1895	19.5771	0.600469267	0.563155736	0.593196376	0.223171988	0.2619790385	0.43797611	0.3321718418	-0.398	0.443	-0.827	0.327	0.545	-0.43	0.408785933443	0.357976132191	0.0908747826087	0.486454219311	0.263169055858	0.372317961856
ENSG00000116120	10.0324	10.0477	10.0625	10.0917	9.93192	10.0678	10.2805	10.4406	10.2369	10.0383	9.8387	9.43437	9.84619	9.97551	10.205	10.3894	23.7183	23.8176	23.892	23.9733	23.6191	23.1219	23.1088	22.2976	23.7824	23.6428	23.9164	23.8565	23.5283	23.3343	23.5015	23.54	0.553576673	0.582155206	0.579252626	0.453559995	0.395381048	0.389206427	0.296989512	0.252	-0.273	-0.66	-0.396	-0.201	-0.616	0.548819327258	0.532836953869	0.184081839439	0.411357941313	0.584542789598	0.213284690554
ENSG00000116161	11.7095	11.6913	11.673	11.6376	11.4654	11.5424	11.6843	11.7952	11.6393	11.6238	11.6074	11.5683	11.4853	11.5409	11.6506	11.7366	25.5281	25.2399	25.2741	25.4377	24.9959	24.9629	24.6142	23.7324	25.372	25.103	25.5287	25.264	24.8473	24.8847	24.4316	24.6352	0.518223528	0.562439251	0.532010242	0.464128874	0.462473093	0.330011094	0.292423306	0.306	-0.265	-0.421	-0.297	-0.691	-0.314	0.50543976328	0.538914951502	0.383277792732	0.513150142026	0.165229000884	0.498670124178
ENSG00000116171	5.02022	5.14551	5.27215	5.53277	4.7364	4.83547	5.08016	5.26758	5.11601	5.08514	5.05227	4.97467	4.51541	4.78219	4.97443	5.10882	23.3019	23.1228	22.9468	22.8836	22.2011	22.4879	22.1933	22.3819	22.4745	22.4315	21.9909	22.285	22.0723	21.4941	21.86	21.4746	0.514265415	0.471701583	0.462315326	0.430355528	0.438952736	0.440089561	0.433281272	-0.315	-0.2	-0.302	0.159	0.117	-0.159	0.497629939768	0.585129290834	0.508858309119	0.607153169315	0.623198768197	0.607153169315
ENSG00000116191	6.19047	6.23297	6.27601	6.36212	5.95252	5.91943	6.18254	6.41062	6.12823	6.15594	6.18264	6.22908	5.85756	6.07831	6.18922	6.25785	18.8922	21.0062	20.7533	21.0683	21.1101	19.8823	20.5426	19.7313	17.631	16.0949	18.2847	18.2027	18.006	17.6526	16.382	17.3341	0.593411091	0.678747117	0.64917086	0.537841964	0.388732449	0.3631742687	0.384314849	0.449	-0.364	-0.489	-0.554	-0.319	0.291	0.351285443038	0.45007152343	0.310918667699	0.257642748092	0.493832383808	0.518292654028
ENSG00000116221	13.4108	13.3314	13.2512	13.0872	12.9941	13.2008	13.2495	13.2706	13.294	13.2278	13.1618	13.0299	13.2239	13.1246	13.1452	13.1777	21.2386	20.6921	21.6901	20.2765	20.2606	20.8001	20.9573	21.7837	21.0517	20.596	20.8203	20.3126	20.9732	19.7953	20.7336	19.6833	0.452440427	0.509647802	0.419792309	0.464199401	0.458394431	0.51993631	0.523934871	0.345	-0.35	0.307	-0.23	0.339	0.316	0.468831589779	0.463569160198	0.504696845381	0.564983179317	0.474720053165	0.496804928434
ENSG00000116251	13.9681	13.9482	13.9282	13.8892	13.384	13.5546	13.8057	14.0038	13.9043	13.8669	13.8291	13.7534	13.52	13.5643	13.7467	13.8962	25.783	25.6434	25.7713	25.9268	25.4822	25.583	25.1383	24.9633	25.3131	25.175	25.3634	25.3348	25.2688	25.0605	25.032	24.9243	0.501687541	0.517020179	0.515128206	0.500740619	0.498987947	0.453422491	0.411268872	0.216	-0.125	-0.188	-0.169	-0.432	-0.372	0.574450803412	0.621121361181	0.592159758992	0.602167161313	0.3698870317	0.440425974026
ENSG00000116254	4.98394	5.00441	5.02462	5.06308	4.47467	4.38542	4.73059	4.92784	4.76404	4.83593	4.90624	5.0469	4.63539	4.79608	4.74924	4.6983	15.8286	17.6734	19.0029	18.2032	18.9392	16.0276	17.2891	18.9063	17.3965	18.344	18.502	17.6553	18.1289	16.3217	17.157	16.1265	0.759744883	0.751218378	0.617990617	0.58232442	0.1755424112	0.555428218	0.582965801	-0.307	-0.475	-0.408	-0.807	0.822	0.421	0.504696845381	0.323950290276	0.397076479438	0.102099236641	0.092857385399	0.383277792732
ENSG00000116288	15.1736	15.0809	14.9886	14.8038	14.4668	14.629	14.8149	14.9544	14.8913	14.8509	14.8104	14.7291	14.7231	14.7837	14.8805	14.9571	26.5839	26.5436	26.5506	26.6439	26.4649	26.4404	26.2045	25.5888	26.8713	26.3577	26.9741	26.9275	26.3153	26.1638	26.2842	26.4931	0.47562191	0.552515411	0.522920573	0.477569829	0.470655115	0.45711467	0.422747446	0.404	-0.284	-0.332	-0.184	-0.227	-0.32	0.402351878965	0.524104967437	0.481392530854	0.594439465125	0.566912363711	0.492963096852
ENSG00000116455	10.6531	10.6685	10.6837	10.7143	10.2612	10.2602	10.4653	10.6376	10.9901	10.7838	10.5773	10.164	10.3521	10.3544	10.3898	10.4031	22.0146	22.3201	22.0736	22.4785	22.1844	21.7091	21.7782	20.4168	22.18	21.6146	22.1317	21.6809	21.4373	20.2016	21.9186	21.6331	0.477710125	0.48490384	0.472849999	0.436217771	0.367180406	0.550233903	0.337842447	0.281	-0.241	-0.3	-0.397	0.505	-0.601	0.526393438486	0.55676613688	0.510548683489	0.409964344358	0.297577464789	0.224082619339
ENSG00000116459	14.2805	14.2071	14.1337	13.9856	13.422	13.676	14.0172	14.2673	14.3851	14.2869	14.1887	13.9933	14.0127	13.9766	14.0532	14.1229	24.8649	24.9801	24.7176	24.9878	24.9498	24.8729	24.9747	25.1454	24.1799	24.3903	24.4674	24.4937	24.9008	24.7696	24.6773	24.7103	0.429737086	0.429198239	0.514079916	0.582176288	0.577939421	0.579171962	0.580115198	-0.139	0.577	0.486	-0.16	0.114	0.163	0.616038765432	0.240288988262	0.314138338415	0.606494902767	0.624154446924	0.605178857586
ENSG00000116473	11.9077	11.9288	11.9506	11.9967	11.8895	11.8543	11.8558	11.8524	12.0539	12.0132	11.9727	11.8939	11.8892	11.8376	11.8572	11.8741	19.0802	17.9018	15.9878	18.2798	16.9396	16.78	16.6741	16.4501	19.0944	19.4282	18.2354	19.441	19.0979	18.6336	17.6104	17.5128	0.42556524	0.2915697223	0.779977047	0.516019492	0.368121859	0.322369735	0.3194888721	-0.476	0.917	-0.66	-0.506	-0.318	-0.26	0.32314863388	0.0435179282869	0.184081839439	0.296678318768	0.494726051925	0.542161605585
ENSG00000116478	12.6753	12.62	12.5647	12.4538	11.946	12.0875	12.3177	12.4776	12.7701	12.6735	12.577	12.385	12.0435	12.1944	12.3696	12.5046	18.0232	19.4654	19.8376	20.005	19.1289	19.7014	16.8226	18.7924	21.0852	21.0774	20.6803	20.8328	17.2479	17.8198	16.9303	17.0584	0.701215456	0.686681479	0.596120549	0.2125128618	0.3051295767	0.1741095032	0.2526593343	-0.388	-0.471	-0.798	0.4	-0.445	0.361	0.420832003546	0.328263139205	0.106352769679	0.406590116973	0.355032298137	0.452934989725
ENSG00000116489	12.27	12.2701	12.2708	12.2736	11.7678	11.8991	12.1415	12.3076	12.4167	12.356	12.2952	12.1737	11.7848	11.9051	12.0472	12.156	25.8087	25.5612	25.7786	25.783	25.4075	25.5341	25.5921	25.1615	25.7412	25.3694	25.7662	25.5694	25.336	25.0523	25.1457	25.2065	0.485623754	0.521162673	0.505095719	0.497846027	0.504409764	0.507768355	0.491670836	0.273	-0.181	-0.141	0.116	0.128	-0.19	0.532836953869	0.596155549579	0.615173701165	0.623551561626	0.620142313608	0.591158107117
ENSG00000116560	13.4797	13.5083	13.5383	13.604	13.7079	12.9366	12.9635	13.0708	13.5251	13.5535	13.5819	13.6393	12.492	12.7497	13.0285	13.2414	26.182	26.2986	26.3596	26.2048	26.3659	25.9936	26.2114	26.1659	26.8433	26.699	26.5374	26.7745	26.5164	26.193	26.3324	25.5962	0.494621686	0.488904211	0.488110727	0.484236545	0.482176371	0.525694114	0.472157781	-0.143	-0.099	-0.126	-0.118	0.269	-0.291	0.614188671421	0.627063298124	0.620753775337	0.622950120096	0.535797836538	0.518292654028
ENSG00000116747	11.6219	11.56	11.498	11.3741	11.7039	11.6583	11.6067	11.5671	11.4624	11.4631	11.4639	11.4672	11.6701	11.6699	11.599	11.5724	21.0873	21.848	21.8352	21.8387	21.4786	19.9965	21.105	18.6156	22.8841	22.5097	22.583	22.5814	21.4696	21.679	21.6284	21.8573	0.679329974	0.668114836	0.597702748	0.336571133	0.2783916195	0.314820064	0.2153702254	-0.352	-0.426	-0.726	-0.347	0.281	-0.457	0.461491525424	0.377511228167	0.146343845371	0.467009179079	0.526393438486	0.343244151565
ENSG00000116750	11.3212	11.2793	11.2374	11.1538	11.3302	11.3943	11.4289	11.453	11.1769	11.1989	11.2208	11.264	11.5092	11.4046	11.4513	11.4648	21.4603	21.4336	21.7046	21.814	21.4131	20.5261	21.3283	19.8309	22.0752	21.6406	21.6338	21.9328	21.3333	21.1904	21.1227	21.271	0.550120759	0.608775969	0.636085277	0.408581238	0.337319626	0.368472074	0.288577071	0.36	0.35	-0.747	-0.385	0.25	-0.439	0.453868773234	0.463569160198	0.133533333333	0.424548141708	0.550135449262	0.361710810811
ENSG00000116752	11.5911	11.6331	11.6756	11.7617	12.3979	12.0468	11.6746	11.3896	11.6821	11.6723	11.6629	11.6463	12.0905	11.8467	11.7145	11.6173	21.0101	20.5133	21.6966	21.0968	21.2954	21.1555	20.1289	21.3163	21.2233	20.8921	20.707	20.836	20.209	20.0265	20.9054	19.5893	0.476249046	0.569285509	0.479191829	0.383091017	0.333573126	0.334997604	0.350544266	0.436	-0.442	-0.467	-0.367	0.185	0.205	0.364558910598	0.358945797808	0.332203342618	0.446549303944	0.593900099629	0.581946970422
ENSG00000116754	11.7384	11.8713	12.0057	12.2771	12.3022	12.3698	12.3093	12.268	11.5281	11.6385	11.7487	11.9714	12.1275	12.1208	11.8755	11.6633	22.0803	21.1477	21.743	21.4717	21.3119	21.1996	20.8727	21.1104	21.979	21.9421	21.9723	21.8556	21.136	21.254	21.5768	20.258	0.560981686	0.643635001	0.535963561	0.385578611	0.366589285	0.351051055	0.317143438	0.391	-0.484	-0.623	-0.239	-0.224	-0.284	0.417331828442	0.316103396226	0.208481903485	0.558116099237	0.568873458991	0.524104967437
ENSG00000116791	6.72337	6.77455	6.82601	6.92869	5.5195	6.23442	6.96475	7.51249	6.95203	6.78388	6.61524	6.27465	5.67143	6.17294	6.68023	7.07166	22.5962	22.7487	22.3777	22.6071	22.2512	21.4168	21.9906	20.8747	22.9237	22.2504	22.6472	22.4742	22.2122	21.9467	22.3969	22.1178	0.497297142	0.507793075	0.499185788	0.480502364	0.485996335	0.645398704	0.259583855	0.222	-0.18	-0.215	0.223	0.588	-0.955	0.570343753161	0.596932011078	0.575196382684	0.569609441624	0.232854397204	0.021928
ENSG00000116871	12.5832	12.6208	12.6587	12.7364	12.7935	12.72	12.4478	12.2723	12.8479	12.7612	12.6745	12.501	12.6356	12.5292	12.4153	12.3305	19.4042	18.8898	19.7322	18.8222	17.973	16.6986	16.6847	17.7599	20.4085	18.7264	19.4261	18.2718	17.6788	18.2919	17.0241	17.3685	0.50965888	0.71138285	0.369156622	0.269917184	0.248907571	0.2407507272	0.37129679	0.589	-0.76	-0.432	-0.199	-0.199	0.485	0.232125146199	0.126825149701	0.3698870317	0.585836168813	0.585836168813	0.315274346343
ENSG00000116918	8.72859	8.76233	8.79703	8.87111	8.74808	8.84264	8.48641	8.16723	8.88346	8.77968	8.67606	8.47072	9.08947	9.02045	8.89152	8.78966	21.5812	21.7739	21.5986	21.5487	22.295	21.4348	22.5189	19.566	21.6096	20.8544	21.8473	21.2282	21.0627	20.8663	20.9852	22.2104	0.537140769	0.565197954	0.535875505	0.528556468	0.486588521	0.505373147	0.426263554	0.355	-0.342	-0.313	-0.34	0.303	-0.425	0.45810755814	0.472080215706	0.499596016863	0.473978315263	0.507995273839	0.378971106219
ENSG00000116957	12.0444	12.1445	12.2459	12.4541	12.4295	12.4118	12.357	12.3137	12.1854	12.2511	12.3164	12.4478	12.2909	12.3377	12.216	12.1011	16.3637	19.7859	20.1296	19.4634	19.3691	15.9278	18.5635	20.4921	21.1735	19.9188	20.2371	20.5279	18.2115	18.9956	17.4974	18.1658	0.713553136	0.713302587	0.58737647	0.23315533	0.1704329594	0.2605218152	0.557021264	-0.356	-0.482	-0.723	-0.332	0.404	0.668	0.457429613421	0.317753742515	0.147898492462	0.481392530854	0.402351878965	0.179087761675
ENSG00000117054	9.80317	9.80021	9.79735	9.79126	9.66094	9.88661	10.0105	10.1181	9.84118	9.82964	9.81796	9.79563	9.79323	9.94275	9.99829	10.0313	22.6428	22.5129	21.9871	22.6382	22.7752	22.8228	22.1937	22.5781	21.9336	22.0249	21.9756	22.2139	22.0011	21.6109	21.5287	21.7184	0.467961967	0.456652414	0.56583605	0.521558375	0.45100389	0.397956276	0.429302098	-0.219	0.513	-0.342	-0.465	-0.401	0.268	0.572329358717	0.29028288908	0.472080215706	0.334422865014	0.405574274058	0.536708577581
ENSG00000117118	12.3559	12.3551	12.3547	12.3571	12.1966	12.4982	12.591	12.6906	12.1638	12.1436	12.1214	12.066	12.4787	12.2214	12.3397	12.4645	20.5402	21.3315	18.8051	20.9087	20.0596	21.1438	20.8731	20.4652	20.2625	19.232	19.8227	18.935	20.7855	20.1173	19.6304	19.3536	0.434017885	0.3365393494	0.524074919	0.613048807	0.583526511	0.477906979	0.421918218	-0.419	0.597	0.467	-0.366	-0.465	-0.364	0.38588313413	0.226525045263	0.332203342618	0.447695810915	0.334422865014	0.45007152343
ENSG00000117133	10.4999	10.49	10.4801	10.4609	10.4981	10.5768	10.5907	10.5932	10.5111	10.5061	10.5011	10.4917	10.6762	10.6223	10.6094	10.6057	19.2265	19.6809	20.2664	20.0205	19.5856	19.5593	19.9438	19.7248	19.8706	19.0722	19.1694	19.4963	19.4349	19.2064	19.6836	17.7906	0.531195304	0.562160855	0.544843926	0.509911392	0.503368268	0.55485289	0.2530245668	0.298	-0.289	-0.275	-0.244	0.355	-0.862	0.512432179226	0.52001409002	0.531295977365	0.554555859204	0.45810755814	0.0740722100656
ENSG00000117143	8.45465	8.70676	8.9576	9.45305	9.41344	9.38753	9.14029	8.92919	9.30883	9.10493	8.90083	8.49229	9.73159	9.73462	9.11325	8.88023	21.7426	21.3927	21.218	21.5047	20.7336	20.9398	20.89	20.8056	22.0004	21.6601	21.7905	21.5475	20.6798	20.7585	21.0154	20.615	0.550084914	0.574600566	0.581285597	0.31121003	0.318182027	0.324743856	0.333798085	0.276	0.223	-0.984	0.161	0.127	0.166	0.53029516508	0.569609441624	0.00836956521739	0.606055875032	0.620427427832	0.603404497309
ENSG00000117226	7.43774	7.4399	7.44321	7.45512	6.78542	6.59563	7.02442	7.41301	6.74658	7.04047	7.33207	7.90405	6.29453	7.05174	7.32153	7.47797	21.4063	22.2651	22.1114	21.7324	21.7832	22.0558	20.8035	19.6277	20.287	21.6937	21.352	21.2411	20.4977	21.0614	21.8578	20.9651	0.806346333	0.621692868	0.453840474	0.419137278	0.582752502	0.543016117	0.2407284386	-0.579	-0.553	-0.327	0.532	-0.405	-0.809	0.238135180995	0.258120812183	0.486454219311	0.273366150961	0.400787945879	0.101132716049
ENSG00000117228	7.59254	7.8476	8.10377	8.62376	6.6689	5.69186	5.93593	6.22884	7.47743	7.49836	7.51815	7.55681	4.70526	4.99312	5.50825	5.92433	21.4063	22.2651	22.1114	21.7324	21.7832	22.0558	20.8035	19.6277	20.287	21.6937	21.352	21.2411	20.4977	21.0614	21.8578	20.9651	0.643719255	0.373622951	0.294827495	0.272556832	0.661609203	0.619867642	0.3878875369	-0.693	-0.404	-0.263	0.882	-0.429	-0.6	0.16395985727	0.402351878965	0.540346054486	0.0626223404255	0.373659315804	0.224934835566
ENSG00000117360	9.46066	9.65986	9.8586	10.2557	10.0607	9.65455	9.41338	9.25513	9.5766	9.59193	9.60788	9.64395	9.26411	9.31786	9.2056	9.0974	20.7556	22.2464	21.6019	21.4194	21.0986	23.0694	21.5455	22.2858	20.777	21.8539	21.1152	20.493	18.8864	19.0533	18.7851	20.2258	0.803676022	0.569115117	0.33515213	0.2548671421	0.491498003	0.41669806	0.685629408	-0.631	-0.596	-0.382	0.67	-0.413	0.687	0.202904365904	0.227055956679	0.427981643543	0.178229959514	0.391430820857	0.168129116118
ENSG00000117385	10.0834	10.0656	10.0473	10.0086	9.52076	10.0316	9.99444	10.0443	10.2269	10.1764	10.1263	10.0273	10.3756	10.3765	10.206	10.0989	21.482	22.3627	22.2195	22.3847	22.3883	21.9671	21.6239	21.7762	21.4936	21.5	21.4697	21.4747	22.2495	21.4856	21.6419	21.3525	0.592169071	0.569194883	0.590741726	0.660767656	0.435667636	0.422457506	0.428298531	-0.249	0.255	0.4	-0.845	-0.254	0.2	0.551091313536	0.546146750285	0.406590116973	0.0812559055118	0.547341267143	0.585129290834
ENSG00000117394	11.1543	11.0805	11.0074	10.8649	10.0443	10.5747	10.902	11.1292	11.3068	11.2223	11.1378	10.9684	11.8065	11.4978	11.2071	10.9921	20.5907	22.403	22.1657	22.4234	22.0847	21.8733	22.3945	21.5919	22.3151	22.29	21.1792	22.2584	22.2842	21.7414	21.8438	21.5221	0.57598526	0.466610219	0.571988182	0.528263287	0.457936379	0.47107233	0.406160503	-0.421	0.408	-0.328	-0.368	0.249	-0.395	0.383277792732	0.397076479438	0.485464952172	0.445140268849	0.551091313536	0.412694495837
ENSG00000117395	14.9975	15.0214	15.0462	15.1008	14.8599	14.9993	14.9889	14.9651	15.2759	15.2539	15.2319	15.1879	15.0523	15.0132	14.9519	14.9025	22.8754	23.0201	22.8546	23.0794	23.0344	22.959	23.0637	22.4224	23.0948	23.2185	23.2353	23.144	23.39	23.0099	23.0062	22.6441	0.502307878	0.497958019	0.500255297	0.500852081	0.493455661	0.486741283	0.348968522	-0.141	0.11	0.114	-0.157	-0.227	-0.764	0.615173701165	0.625219620605	0.624154446924	0.608269341949	0.566912363711	0.124803658537
ENSG00000117505	11.0943	11.057	11.0197	10.9446	11.1623	11.1269	11.0609	11.0071	10.8509	10.8959	10.9403	11.0246	11.134	11.1499	11.0692	11.0004	19.4855	19.7229	20.2652	19.9911	19.8378	18.5424	17.6976	18.4674	20.5224	19.8418	20.3044	19.8082	19.1611	18.6917	18.3862	18.4005	0.620541577	0.679883935	0.564986848	0.41994678	0.193406766	0.1895737458	0.221624821	0.383	-0.493	-0.51	-0.835	-0.11	0.297	0.426763480129	0.307578574242	0.29321304532	0.0863057090239	0.625219620605	0.513150142026
ENSG00000117519	10.4673	10.3758	10.284	10.0987	9.94439	9.76989	9.69027	9.64122	10.5309	10.4506	10.3708	10.2141	9.45195	9.48609	9.57801	9.65548	20.8439	18.8491	18.9686	19.73	19.064	19.1342	19.1379	19.1168	21.2772	20.8446	21.1157	20.7527	18.8092	20.4403	18.4011	20.2603	0.3266943899	0.400695585	0.404836318	0.3264628226	0.440890908	0.3879981782	0.577675776	0.393	0.305	-0.362	0.429	-0.363	0.578	0.414941257143	0.506259820426	0.451926934636	0.373659315804	0.451088867925	0.238958896396
ENSG00000117523	10.0325	10.1068	10.1822	10.3381	10.0194	10.0176	10.1778	10.2689	10.3125	10.1083	9.90416	9.4958	9.94552	10.1016	10.1536	10.183	20.6225	21.269	21.078	21.6595	19.8526	19.987	19.4629	19.3324	22.0064	21.2789	21.6976	21.7624	19.4622	20.1035	20.1221	19.4388	0.722629518	0.762662857	0.758029469	0.1887479091	0.387771525	0.309176048	0.2752369321	0.364	-0.318	-0.979	0.685	-0.361	-0.273	0.45007152343	0.494726051925	0.0104827586207	0.16912908778	0.452934989725	0.532836953869
ENSG00000117528	8.49905	8.37105	8.24342	7.9872	7.51665	7.94557	7.92638	7.96908	8.45705	8.44941	8.44169	8.4268	8.00513	8.34329	8.12158	8.03536	21.8069	21.9388	22.4548	21.9139	22.2365	22.4542	22.1447	22.9385	21.6512	21.7489	20.9051	21.5015	22.5062	22.1617	22.078	21.8445	0.386946372	0.378411668	0.413002396	0.709697085	0.653845053	0.605895519	0.657134405	-0.205	0.265	0.887	-0.367	-0.345	0.313	0.581946970422	0.538914951502	0.0596853932584	0.446549303944	0.468831589779	0.499596016863
ENSG00000117592	15.4558	15.4056	15.3555	15.2552	15.0015	15.2823	15.4951	15.6557	15.3078	15.2746	15.241	15.1711	15.5618	15.5414	15.5017	15.4688	26.8469	26.8324	26.7479	26.8078	26.5936	26.4588	26.4965	25.8679	27.6884	27.1575	27.305	27.316	26.7187	26.6209	26.6651	26.8861	0.509142351	0.531731958	0.532194039	0.448450353	0.417433768	0.406891022	0.378645038	0.236	0.245	-0.555	-0.315	-0.193	-0.255	0.560752888795	0.553808097433	0.256588024565	0.497629939768	0.589373647712	0.546146750285
ENSG00000117593	8.14069	8.16734	8.19445	8.25345	7.58634	7.42918	8.1267	8.71452	8.5756	8.38087	8.18547	7.79331	6.30444	7.61126	8.32019	8.79429	21.0632	22.5306	22.017	22.0258	22.5903	22.4232	21.329	21.6076	20.1308	20.7346	20.8125	21.3213	20.2614	21.2181	20.5739	21.2829	0.641545636	0.582639718	0.596058198	0.602757153	0.631677105	0.53638957	0.579963148	-0.368	0.261	0.258	0.268	-0.4	0.32	0.445140268849	0.541656479645	0.543876124567	0.536708577581	0.406590116973	0.492963096852
