Gene Group	H/L LPS R1 0h	H/L LPS R1 01h	H/L LPS R1 02h	H/L LPS R1 04h	H/L LPS R1 06h	H/L LPS R1 09h	H/L LPS R1 12h	H/L LPS R2 0h	H/L LPS R2 01h	H/L LPS R2 02h	H/L LPS R2 04h	H/L LPS R2 06h	H/L LPS R2 09h	H/L LPS R2 12h
Pgk1	6.01295502336595	6.10326422157829	6.03888941710052	6.16754630189888	6.10806638535772	6.19445997298426	6.18003544710336	5.98914452608453	6.06944993757675	6.04094794283535	6.02506468382915	6.19045720259715	6.25545059683128	6.10264584424431
Pgls	3.98406429255661	4.00332894671004	3.97411956753461	4.1481181487858	4.27913146663303	4.33705338297209	4.45310843661585	4.02067023572731	4.02744615718327	4.07469741605299	4.12436859278678	4.28605162120697	4.39164045051198	4.39501665699777
Pgm1	1.84736712106227	1.98091751063493	2.11250207545611	2.06925439891471	2.01339115248707	2.03701518260677	2.07989070079148	1.92855827293094	2.07812545309965	2.00254814309345	1.9214128607879	1.9971068124794	2.02752981876162	2.02466926918027
Phf8	-2.21730118223447	-2.13543320768015	-2.04520889607226	-1.16529039463291	-0.815404967715787	-0.688937190516165	-0.506010645553782	-2.11290738316578	-2.13213983480393	-1.85093856478051	-1.06264485903557	-0.693499132594544	-0.567991196468524	-0.561029798693047
Pi4k2a	0.814346476980114	1.45653168359774	1.51853013252985	1.61837958277872	1.74743856243505	1.75481877736536	1.85529908112507	0.873668155268509	1.52998343136212	1.52534071142516	1.62444036766134	1.72798167373511	1.80620733149874	1.88348053511978
Pid1;5033414K04Rik	0.359327566526809	0.621907232194562	0.922960025632901	1.29681333119161	1.57391684282183	1.99541237719058	2.17526575328461	0.618197170859493	0.948598262930717	1.11207797280773	1.31563817492436	1.77090857123719	2.02901940120231	2.27175611707171
Pik3cg	-0.173820591132941	-0.287322057361266	-0.293588970413861	-0.154634307989552	-0.166377998119778	-0.201051286545758	-0.0830421330173287	-0.385711482848995	-0.311936247356166	-0.27822047998641	-0.217613125921828	-0.16383598044873	-0.23688938135776	-0.105963781070623
Pik3r6	0.118544544832894	0.440790132921907	0.500772826141115	0.533889085994785	0.659005321138666	0.647022044828801	0.732585960382498	0.10054333855922	0.386394839922276	0.447211435799667	0.503031355520747	0.581004682514664	0.695047795109977	0.769545457651358
Pip4k2b	1.64709043523032	1.73921994981778	1.73001054344579	1.75962466508027	1.70280265184818	1.82741984733204	1.73116917848961	1.75959372034874	1.76418390135508	1.76000298702003	1.63102717508062	1.69464861694542	1.65621317796583	1.75198193475811
Pitpnb	1.27933836539891	1.65486326858287	1.53891439358636	1.67908889225942	1.71320407539584	1.82252391974282	1.92882566657251	1.28046762416439	1.62572568188398	1.60334516178031	1.78888802374642	1.67958476453635	1.72011962794974	1.97607839408029
