Gene Group	R1 LPS 0h	R1 LPS 01h	R1 LPS 02h	R1 LPS 04h	R1 LPS 06h	R1 LPS 09h	R1 LPS 12h	R2 LPS 0h	R2 LPS 01h	R2 LPS 02h	R2 LPS 04h	R2 LPS 06h	R2 LPS 09h	R2 LPS 12h
Gphn	16.42077391	17.22102243	14.7193465	24.19383798	28.08179591	22.77076345	24.20167122	20.3324734	17.85913922	15.62419201	20.05243037	31.76488516	22.38274952	28.53730452
Actn1	334.0887923	391.960311	511.541297	531.0319949	611.9008598	452.3316818	319.2158005	397.5358799	382.8024022	656.206942	716.0862712	678.5928526	533.4763425	474.3871541
Cul4b	23.1495691	27.35800209	16.04815417	13.89655408	16.29522143	13.55187363	16.62593448	18.49093862	17.52376815	16.22857981	11.47071157	13.3028693	13.37389621	16.12844036
Txn2	303.8660297	266.1694889	188.0886926	143.3490169	107.0010014	92.45204898	91.32997906	295.77875	220.217116	192.0610194	152.3326976	81.57458498	119.6736484	98.00942689
Rpl19	2839.648797	2725.651733	2727.693341	2699.824005	2343.131318	2388.922224	2441.861469	2547.251463	2555.572257	2570.735846	2446.899324	2578.953467	1933.71403	2140.264212
Arfgef2	18.47821065	14.59344531	11.75848919	9.239034477	8.672212228	11.6695433	14.46212823	12.04291577	10.55687383	8.187290645	6.541666163	9.43557161	7.87333774	8.719757239
Stau1;AK041781	47.91665184	53.3807643	55.46222838	69.16796714	71.45582672	60.19557149	59.40830342	38.41590669	50.93428214	66.24231771	81.62221783	77.31529965	60.11905427	58.39645947
Sh3bp1	121.5209137	99.63503154	69.38287837	27.17556219	35.52979098	43.42176538	50.01796069	78.75405634	101.5769398	47.96096602	24.42278702	29.69000792	41.54842086	42.26928143
Bptf	34.22754194	39.38919487	24.92419739	34.34541585	41.4325371	24.73885779	23.9821018	57.17665246	69.32415491	41.48486233	63.49167234	59.15765625	53.25834131	44.70269716
Lasp1	278.3175601	224.103424	245.4311403	200.689859	215.4843112	242.4687109	213.4807253	232.2907072	221.0737915	239.6327131	182.321298	201.1328549	204.1100356	181.5604277
Snf8	233.8042743	243.7937713	185.3644469	221.8422741	171.7695808	169.5402543	179.342203	291.2121123	320.5181718	170.3324239	227.7638042	196.7625635	244.3949916	202.6500322
Cd300lf	209.728134	259.4159785	204.714884	158.5105708	207.3976556	271.8023693	361.8522446	496.4840798	532.5006105	289.9930432	161.5455301	256.8272769	497.5111826	525.9649798
H6pd	14.27726742	8.702466287	2.095479693	2.185774855	2.90415115	6.973600483	11.03474662	8.056340357	4.235599755	2.229256587	0.366763138	4.041949932	4.380367852	4.989424076
Lepre1	14.75986943	9.890257428	7.4256121	3.870836681	4.496069451	6.725312806	10.22556278	9.750650721	7.671372818	3.876375015	5.671934571	3.637849757	4.913508599	8.727386327
Epb4.1	36.93864825	43.70666913	16.97422883	6.434395096	8.562881439	15.38048186	26.53048257	46.33021378	66.15270637	30.38465023	9.648635887	13.32734357	20.07427193	34.94783969
0610037L13Rik	40.83216029	36.65179825	38.39918461	30.17730131	29.95922977	35.89940401	32.5126451	31.7053081	21.74691662	36.48960462	40.48389872	24.14062894	19.75551724	40.11764049
Srrm1	129.9400891	183.8410626	136.1119133	128.5478509	107.4362665	102.6803457	122.3211217	229.6867881	466.4992974	238.9826402	217.4258349	154.2589	228.6508812	242.2039118
Osbpl9	84.35775088	68.38537892	66.01616608	42.86664048	52.5253741	67.04304304	72.5694949	35.3220959	41.9641488	43.79025464	39.12536964	43.57389198	36.07295513	44.60520658
Gosr2	74.48442338	76.9700013	75.13525039	79.96606465	86.90089433	116.5979557	114.547035	39.9886984	36.61678711	73.07371457	54.05278675	60.28792315	60.74135254	75.5797661
Nrd1;AK138781;Mir761	98.70751088	100.6611109	103.0251027	72.46489998	53.90163627	63.40104089	84.64264998	98.01436879	137.3395723	103.9829966	81.04983246	67.24162827	72.83846786	67.32166343
Sec24a	65.79217297	250.4414365	68.60814061	80.3913601	63.9222318	48.10929027	45.58871512	106.3971217	190.0518258	95.65629304	111.9468712	88.41585294	133.999113	94.62401902
Exoc7	21.5882494	16.54047981	13.79496788	9.913304556	13.77546146	17.25779957	17.63405027	13.92952229	6.100530708	13.48662562	9.426133141	12.73258277	10.21194051	18.18830549
Sh3pxd2b	167.5721119	214.4208986	147.4834843	99.7831498	78.63137365	87.55412083	100.5065749	168.8198419	185.7573856	117.0529959	55.2385771	61.4774693	85.89632118	82.94584363
Arhgap27	27.84326736	16.99666253	6.91822096	3.511066284	6.698545955	14.2201365	19.00682155	17.55178177	26.29014572	9.686967515	7.969867106	6.649412493	18.4688007	29.44826346
Pcyt2	61.96298588	90.09596466	59.79676307	28.87291661	20.83548819	13.84421937	20.89798842	53.18154085	102.0023613	73.4164516	29.77407988	23.88814522	11.48023364	10.96640391
Ebp	119.4907687	125.0357348	109.8454414	70.45404386	50.01539035	37.08340425	32.03192957	160.7041542	99.09053312	98.97678526	91.2722155	59.9967777	73.01107829	56.18799428
Rpn2	242.6729237	222.9509925	236.2533245	187.8532949	161.7389493	158.2538451	154.3493081	198.6762703	146.2907424	136.9006446	137.6672716	133.5766231	128.2483661	124.3945413
Chm	16.17605915	16.06221277	19.08132853	12.55018921	21.97295053	24.40167534	23.15835725	10.95885951	17.49097266	16.50925537	16.39258671	23.61202148	19.1518113	20.36052006
Ddi2	31.54200538	18.08372557	5.894887895	3.013649917	3.008748306	8.993711797	13.19590905	22.95852135	14.30285609	3.635028117	6.708650411	6.582572956	7.332994008	7.239647263
Ampd2	76.02754805	115.7351373	66.24634737	27.9777307	24.32706054	36.72815328	41.8329285	46.21510127	68.96430465	53.25932498	23.89574702	28.0127233	28.97992868	23.43082122
Tcfe3;Tfe3	113.6586379	109.7757078	69.87995069	50.40664439	59.36722356	62.01238247	70.29859037	137.8647854	108.296283	82.51019336	71.17691345	71.88976533	110.250402	89.8442173
Huwe1;mKIAA0312;KIAA312	70.00536527	66.91313321	74.66762534	51.76109824	36.61169441	36.80239091	47.27273657	92.4775434	147.1750485	101.6948391	116.6519274	50.63049	94.82683701	68.74547905
Mtch2	132.7341532	102.9491591	108.1240977	93.95303204	85.06948727	69.94260519	69.94841281	90.37842288	90.27249541	91.17266738	57.83676358	66.75080497	49.23129545	52.58163807
mKIAA0031;Eftud2	63.46815534	79.25115771	50.72046011	35.88509183	32.61211721	30.17718553	34.75871372	54.36834858	93.56931873	49.86928667	49.3482366	33.70107556	53.3998052	31.78137273
Dgkz	132.3951942	69.21617073	43.24456936	39.89298095	51.64494854	73.43442182	80.48757937	126.1357893	97.38118973	53.32607259	43.99309007	58.8359924	86.559469	79.11244568
Bcl2l1	89.53155015	186.5205088	321.4559935	195.3225743	141.1931675	119.6707052	111.6117241	150.838158	144.3272458	290.6215329	165.3949194	131.4252959	183.2700619	132.0041071
mUBPY;Usp8	76.65823452	53.63152573	49.71452006	40.70387439	42.59541284	53.95067807	61.83537154	65.0494522	84.66400436	66.66902793	54.1533171	55.29568723	53.86849029	59.51017738
Card9	92.16298217	72.57561992	40.21616325	16.50900654	21.99146406	27.7735002	47.12302477	64.1890869	76.57384955	28.38406075	16.99021723	18.28758379	20.89073476	41.50580823
Sec16a	35.22138052	23.73686419	18.90876324	14.04063254	18.51443232	20.48476385	27.83732999	22.664934	15.17374115	14.19438232	9.059235848	13.61985576	15.22000257	20.87790287
Mtap7d1	165.5468628	140.7716056	115.2656803	77.63803929	87.94682562	97.26360059	114.9952271	173.6357921	198.7526378	116.6711072	86.93648964	98.61273027	101.006823	110.4186323
Ttc1	61.73868556	69.55867554	65.08752309	85.51118458	75.3426321	62.59861377	69.82909253	47.36773132	110.4677815	62.53157828	65.83631765	53.60553853	40.97634277	68.57982991
Agps	53.46431069	36.78890246	32.23630225	16.69625401	20.29758823	20.74566621	22.08603983	25.76904111	34.47350841	22.32914573	12.1676787	15.20565425	12.04993963	13.43936704
Asph	29.79614122	41.02747069	28.64764353	25.46550369	21.9219307	17.10138592	26.20817165	30.84498404	27.68681181	28.26494974	25.13757002	16.21525722	22.37625343	23.46684251
Dnajc8	166.4631221	176.4033432	145.8406645	131.2001073	165.3522713	167.6276091	154.5210771	326.3933969	252.2626268	217.0284256	261.6373702	256.7825465	252.0335258	273.4164271
Ubap2	33.52838188	26.68981132	22.73756927	14.63005899	11.41151381	12.40821366	15.35548206	28.09837208	29.09621114	25.91589702	18.60575889	10.673873	11.90529184	12.65644812
Ubr4	22.38844039	28.94508807	37.41757176	59.36376963	45.78259092	41.79363761	40.97725768	35.32253312	102.7635191	46.21423872	94.33879105	75.40643109	89.91280689	67.68058931
Hmgb3	31.42702622	42.35954769	20.80435138	16.14031839	7.293415485	4.304239195	2.286256511	43.4684197	26.70292018	21.65276594	21.21110287	16.82660513	16.03852688	14.14304509
Cd44	367.056474	646.3598437	672.2054532	513.4629291	395.633963	242.5437463	186.8143339	569.5369058	680.0286958	1086.244136	750.6096222	513.8586414	463.9573091	318.3346738
Fmnl2;mKIAA1902	11.88534042	18.01920023	24.65769489	58.73082458	96.03807489	96.37650892	84.51714684	14.79247209	19.75165453	22.52367702	75.31476768	114.224172	87.99287495	79.72633748
cbp82;Rtf1	78.36222921	101.8400048	106.0987974	103.5923932	87.65853447	49.54176222	51.95560306	251.5571071	241.225771	142.4010011	152.6401583	137.3149891	120.0977284	148.8256677
Acss2	26.20415389	27.25618419	17.10649171	16.75392551	10.59023538	16.45666751	31.4551219	26.47431056	19.67777708	20.5361255	7.117974615	10.4255918	20.74128416	22.13778903
Srxn1	147.3516434	159.8329658	187.0097477	146.8476311	99.31847094	175.9396877	327.9136568	107.7620368	155.7915898	185.6211953	101.3829568	70.83073359	107.3861502	219.9220856
Ppig	76.73709142	146.0256917	110.0164658	101.6518298	92.55941018	72.03483471	92.51444569	211.3112048	386.5545924	185.556474	239.5701982	177.1090316	243.1068696	213.6057617
Ssb	237.013507	271.3784196	211.776583	153.1187834	161.8295542	128.0055553	138.2322403	535.1199186	495.996643	370.5130626	336.6952824	291.5461815	331.0034272	270.0231156
Slc2a6	209.2274014	652.8691365	812.4954654	754.4041675	714.3679285	562.1363102	405.7838387	105.570267	429.1939906	504.1669099	490.5431178	572.2955016	282.460636	216.7913467
Kynu	16.40869721	27.09382573	26.69416807	120.950823	201.2805314	177.479973	107.1546269	16.65552749	70.86307098	27.00581905	153.6793039	205.9162897	112.9389762	87.32944101
BC006779	7.765712453	37.83824833	156.7492224	208.3026528	173.3612583	170.6589027	171.7669964	4.583601425	21.84351495	123.1706626	160.6245113	157.2790606	110.308474	99.73173709
Ttn;AK086312	0.368999325	7.387560153	1.120412604	2.271677511	0.154052245	0.325376977	0.532367749	0.061245304	0.324723911	0.040279882	0.794859836	0.017682192	1.316019061	0.050430907
Gorasp2	116.7184204	138.2857788	119.3133649	112.7043042	110.730749	108.4044045	85.5347002	141.9349301	88.38899343	118.439893	109.5001849	115.714834	108.6640186	105.4870998
Raly	191.1796432	137.9601945	142.520983	85.66364099	89.52489636	115.005929	104.7573673	112.0987241	111.4893891	78.27042563	66.56172885	64.11238103	65.97151682	60.85287495
Rrbp1	216.8027231	407.0328855	444.4631856	352.8398516	286.3053064	210.8644123	248.0744497	660.736884	1882.513487	599.9929799	1091.062267	756.8114094	1011.075757	831.7150048
Rabgap1	17.71698735	18.82751329	15.37219003	11.90946831	10.61271419	14.16947849	16.47309566	19.06404114	23.93395177	15.86505788	20.87203196	15.87048316	20.92310754	18.99649559
Adnp	47.59534808	33.19770785	38.33984787	27.97208529	40.74650639	36.91881599	38.29209808	37.34939265	30.83392499	30.28436361	24.32789486	32.1805347	27.28169024	29.79762951
Set	373.7415255	385.5479514	330.7084445	232.1741826	176.0511834	172.7120166	181.675937	645.739419	837.5287634	523.5214188	353.3865878	265.1792653	330.9306605	256.9184815
Arid1a	50.90089501	37.40298121	35.52866529	51.14175319	61.1263338	39.07793989	32.6452727	57.80025712	45.45114477	34.05250263	78.16181017	65.31439809	50.9572245	44.96246181
Clec10a	236.6027329	221.0561686	158.9526341	50.58318586	20.45603059	6.064869721	4.756469674	279.2254529	137.5747997	130.4327019	50.23569872	22.09656396	18.00009798	8.276848016
Lcmt1	54.54662585	43.1072734	38.77340971	23.64613679	14.75734885	23.05555672	26.17376846	42.70379417	7.254378441	38.20064723	23.89881474	16.18905827	21.53394696	14.81765411
Pabpc4;Gm12612	74.17283659	82.34195541	59.84137794	50.09875522	24.11837368	20.40956456	19.92476383	95.86606875	97.85511162	77.27488324	42.02793968	29.58495698	24.10587021	16.79121059
Kdm1a;mKIAA0601	43.5552959	66.17764112	58.52071215	80.84964046	69.66084078	53.13639547	54.42771048	167.1012758	127.359959	109.202171	195.6084062	127.6444479	245.2253916	123.0533282
Plcb2	108.4428014	86.89583692	64.2892777	17.88654776	11.48685115	18.69895864	24.8346832	160.4762299	221.8483317	69.17651277	20.04697096	26.40016651	34.77688315	34.9862723
Hmgn2	824.0689921	833.417288	688.2083545	603.2606409	484.6917188	419.919176	408.5083198	1142.045172	845.5877922	828.2894834	688.3885315	467.0238147	565.4375611	446.4208586
Arpc5l	65.98505553	39.58311871	30.68726623	28.60568168	29.64123472	32.71644586	41.80010367	72.81723202	66.25775057	36.12388136	47.31108434	45.40744175	34.724998	22.13805535
Spna2	75.03755368	72.1436037	97.85835677	57.25509057	38.85505221	39.10830499	44.62455756	36.95482873	58.06256056	74.91902773	40.81348157	29.20670358	24.58851904	23.08770732
Ttc38	14.74015425	21.83727195	7.75244714	7.769091155	6.486634043	6.412101075	6.362077083	21.5602943	27.48540985	9.80171978	15.48265702	9.173248549	16.46432922	14.70007004
Rel	15.22589901	182.1138658	153.8137417	132.1992931	79.49706929	49.12479344	50.74044971	46.79369059	377.9319425	212.7411601	240.8484207	164.8294574	179.2802136	123.0603075
Ppp1r11	51.22907362	59.65197648	64.8640801	56.58746811	48.99645304	66.58434061	64.55928111	58.18967361	85.17784766	68.04429945	71.27540725	85.92053622	60.95571464	94.39334533
Dennd4c	32.03869069	23.39185595	12.3386677	10.27719754	10.53671038	15.18731665	14.32270483	11.34357238	9.28296103	7.31473417	6.380143644	12.92137806	5.169028245	14.17108087
Arhgap31;Cdgap	61.36098669	124.1192048	122.4958574	62.30098421	45.47063575	44.93307823	47.91357411	69.73325694	105.5837927	114.54362	59.3648294	48.14984294	47.63220029	49.58892551
Plekhf2	44.46890688	19.4805999	42.1216394	71.42830056	91.05409079	59.879479	61.37216551	35.78298386	35.25626399	34.64200533	67.47335432	85.10800681	62.57450406	49.09493378
Mgl2	2350.885586	1529.964365	1395.406664	844.2490949	786.2671701	669.974825	531.3278923	1100.020733	1186.839793	1040.836675	728.4038372	688.7379171	403.6958495	331.8545169
Dmxl2	21.10941479	30.49806533	16.87387268	9.572450168	8.017519573	8.779452521	10.94429849	30.05217795	29.41318293	18.596608	17.29841891	13.66478302	13.35011743	13.74346139
Brd4	74.02298204	74.31586725	61.09989801	64.84416794	76.91556946	52.77009425	58.06202014	108.8653523	126.3476045	77.49231667	121.7104957	88.74463876	87.57406542	103.5587454
5031439G07Rik	95.37884316	60.70747079	46.77119595	20.71042152	20.55162348	30.88469003	25.89416559	59.09354082	77.67623799	39.24612319	22.53127512	15.33667445	22.37443037	17.68760456
Unc119	188.2790592	89.13273972	66.42311896	22.61392803	21.23705855	23.58512578	21.48374448	134.1535642	77.3305923	61.89936748	12.06881676	15.0151146	25.2611541	12.20053999
Dusp3	95.48796559	95.44323835	72.30433	36.22435335	23.91781081	31.41364466	44.61022772	157.481582	161.9579842	112.5300434	54.99659013	31.36206363	61.69018581	65.45942133
Lgals9	201.0604613	104.1390288	257.2347297	476.7165339	580.426524	786.8950738	620.9358961	118.5357603	115.8098081	193.7425041	383.8689926	630.7364401	523.9109041	564.3458057
Sept8	37.03317632	19.80510546	22.48725413	12.16211299	14.09660051	25.1619808	32.54704509	19.12048768	23.69582591	21.42626722	10.06189905	13.6194568	18.71406477	25.25808911
Kif3a	6.460119173	19.22851604	19.95664605	7.577249269	9.403734829	14.93024905	13.5042756	31.38526419	31.65976026	18.36567713	34.01188938	16.78905613	47.99183737	50.87572232
Bcas3	26.31037244	39.69253553	38.46490714	20.41399225	13.90198689	16.61326083	11.88937926	58.50450575	37.06811757	37.75721119	25.1123355	17.39562808	42.23066149	18.97960092
Jak1	105.1583869	114.2296845	118.4516916	104.9712007	100.9908274	100.7168521	96.01071928	123.0707442	151.177472	112.1667269	114.9339812	110.7103458	141.0567711	116.9588556
Trappc1	163.1898101	74.96837113	101.8819432	74.17253111	59.24733912	67.44081081	65.60676129	147.8498039	74.1091984	53.95856057	44.00933182	50.42772982	66.36314804	55.52579876
Gyk	20.01679408	29.35703206	53.68270028	46.58026484	42.07028293	24.34857201	13.29277168	12.55226828	25.91187144	55.50063617	37.46163893	38.07110279	22.63915225	12.62380683
Prpsap1	50.35685664	33.0351678	34.27280809	40.1312032	50.97951314	40.76273108	36.34447291	38.969231	26.31907122	22.20709265	33.65304665	42.4833908	28.35060329	20.75539384
Grb2	227.7843623	214.5532102	194.0427821	163.2717809	196.2840622	234.3404155	269.6423512	272.5678524	197.3949708	213.805194	152.4359658	236.4373866	239.4910183	252.4544683
Lcp2	112.1768493	256.7429426	327.5698102	221.8380126	151.5890809	105.6095037	91.56149848	101.0406868	261.403691	305.1905043	187.3879384	150.6831444	113.7907202	79.53770203
Aldh3a2	58.21570832	36.56758598	33.65554755	19.9197618	22.67533636	27.86395774	37.76844377	27.39499384	31.2976699	24.38167988	9.21647839	21.93030111	8.330589777	17.218976
Elac2	13.5222193	10.79976557	6.320313814	4.044665657	4.590080869	3.752055354	5.248230913	2.684938577	10.58094057	3.713132442	1.833026915	1.577714072	2.608667363	2.218343181
Atp2a3	42.90867613	52.99211251	43.12935704	19.96792563	13.27928524	9.524477991	9.286342584	44.53308181	55.90803113	39.99244783	20.97743725	15.47269909	14.70049882	8.493546181
Hgs	52.69880196	47.17848936	49.84779032	59.91116614	55.52564814	54.22534548	66.52612967	38.06935796	59.95939271	42.13852931	48.18165588	52.43552953	41.72367468	70.97531218
Aifm1	54.36951149	40.56741273	29.54095886	25.02746048	18.47537745	17.14593698	24.81125374	33.74708118	37.59992686	40.51264626	14.06658722	22.49400909	13.17713539	27.26331651
Mospd2	78.87926949	68.62665326	70.17165292	63.53787787	63.13403087	57.27954299	50.32617447	52.51766991	77.86422554	55.55236468	48.73733818	67.78630021	42.5225023	36.85699267
Nasp	75.73202911	70.76427607	64.31752475	35.93837363	38.73850289	37.20659826	34.12114723	119.2605823	157.4247333	84.07224832	69.41455932	67.95118209	64.23379009	59.92813831
Arhgap4	52.67319204	36.51050891	26.85308119	12.24531738	4.734600569	7.727504364	9.695326113	30.0800623	25.60796852	22.43458492	5.646268575	5.770284211	3.684298889	13.41501903
Tbc1d2	19.98270176	9.151624841	3.936694303	1.823529349	1.597541612	5.21554392	8.674577223	10.37045538	14.76555929	0.956485722	0.786833829	1.354195457	5.706146783	4.995655847
Uprt	11.30865636	15.12219922	4.793863757	3.585621804	1.25846674	3.498933966	2.884714129	1.703843589	22.33317874	3.763948942	3.099075947	1.33490859	6.639344669	1.410763117
Mtm1	41.33444228	98.23990832	52.77361765	49.74303648	51.76192428	39.7147636	40.05111224	41.45518211	85.13328333	46.54280574	53.01561915	48.67216491	52.98641024	41.38866956
Clta	1111.569185	1105.01518	929.3378687	947.8575935	962.2379695	1011.413978	976.4373122	1061.904027	899.0393772	962.8495866	796.6159927	924.773741	904.9470285	979.9998914
Usp24	13.9282515	12.66716737	13.57857063	10.38664796	11.10652488	10.83002068	11.11964475	11.36284445	16.55141196	12.19424724	10.9847383	10.957224	7.056627111	8.945608324
Baiap2	61.35102249	33.96499083	18.61322853	31.69949806	39.58313499	45.91907766	55.50472919	50.60475325	37.91284521	21.50814244	45.56900907	47.94374707	53.63235591	43.38451725
BC005561;Thoc2	89.21835812	160.4399031	175.8461862	120.9236429	78.82749788	49.40373497	43.25565019	273.5262672	753.2120634	315.3003626	328.4509438	188.5648993	240.2165588	218.3181882
Mlyk;Mylk	3.055023861	11.31907263	8.61750236	11.76172386	11.32066252	13.92778579	14.28373251	8.133059354	12.71690887	3.925082683	18.5684191	25.89444236	19.35251651	23.26843134
Zbtb8os	111.582774	130.5502113	92.68963909	82.3233173	96.42085096	69.59153263	69.88841055	183.9759029	83.99678266	93.36216324	100.8107114	86.93807482	116.4306382	106.6553703
Chchd2;Scand3	1066.264208	1687.084222	1332.764997	1539.347625	1297.554267	929.8245665	901.1335376	3749.197313	3608.428687	2467.552251	2733.795395	2052.545226	3858.341822	2480.373624
Cad	22.1198603	14.5376796	11.4103214	3.683980109	1.045278504	1.500037252	1.289169549	10.44494618	4.955459445	6.155867643	2.941887539	0.840073689	0.418090553	1.560441583
Phf3	23.13876293	30.7564017	20.65361496	15.66404272	15.55571317	13.89549723	19.4795943	68.29645519	99.68009865	52.45157615	48.05669235	36.81581315	53.86553679	66.77984746
Strn3	32.13558055	39.99024834	28.08899612	29.67040586	34.30217426	24.97878538	27.41439661	49.01285061	65.03113231	37.91425953	37.68835278	42.66459092	47.68529301	38.90372663
Myo18a	52.71865888	52.4441833	30.42085286	19.05953204	11.46725267	18.72033118	30.28017261	82.18741033	98.85517828	56.86704936	24.20921319	21.06635928	32.29924761	37.9502284
Sbno1	82.72439963	128.3610868	112.5484619	97.98082712	101.0924019	79.96388598	90.92296372	199.9977712	249.3074028	185.8871411	204.1171296	140.8699462	210.1529701	182.2888929
Max	111.8049904	97.77997404	130.3378713	310.7051372	424.7897211	269.3807866	181.1155138	114.889155	54.89076741	150.1467945	385.7257186	483.3453497	321.4572395	203.0518079
mFLJ00067;Unc13d	229.1336766	878.7146021	355.4546371	440.2314438	420.9424469	239.0556101	249.1716834	693.7978242	1144.441373	818.6011487	686.2527538	512.689858	1036.460827	901.7926699
Gm5483	321.2989775	588.4223954	559.2012849	324.0092279	256.6486574	160.4294389	133.8442785	388.6860029	335.451263	415.1562515	262.534728	252.8351789	168.1666498	161.7011376
Ep300	27.42164348	24.14765901	17.20503852	24.09103518	21.92605263	19.81362342	20.81473722	39.86983203	30.7195225	19.59528879	38.91699812	34.02344463	34.77941485	35.90349
Lrch3	15.22883604	14.83456148	21.73541667	31.17317065	35.14009219	30.66751676	23.67050265	9.664239057	22.02830484	20.02046621	35.49371062	34.47612052	21.60224886	23.84129405
Ankrd44	36.3059644	59.58822724	52.50070764	29.94583696	27.24745165	29.49843052	34.56653587	36.23205439	68.18102004	54.11515893	21.78538018	23.12721771	35.43068387	38.59552833
Plxnb2	33.25041766	16.55227977	13.85939415	3.805298372	4.851827169	10.49196868	16.67212926	11.34813836	4.681838584	6.313638688	3.891646414	4.185840908	5.524379773	7.180885161
Ppfia1	36.33682581	32.22289038	60.89057823	56.06614659	46.61220269	61.03499466	65.40070941	42.79705823	43.12102208	61.49370199	80.7184552	56.41066886	56.85101347	49.75850462
Sbf1	33.56339286	30.06766587	29.92755611	23.66768482	20.45331046	24.06334473	25.43233173	27.71105805	27.74186434	28.81473579	20.8133863	16.9756832	16.97064882	18.89143125
Rbm25	327.114328	854.3666389	702.8540349	536.581587	348.5911659	191.5200671	202.4451335	951.5550449	3304.41795	890.8644907	1077.699322	603.3514025	885.0481504	668.896366
Gm4902	30.3223564	28.28253124	135.8435977	465.891573	783.6482998	935.7959905	744.7051908	19.15154002	17.08009158	108.6724603	421.1740915	816.5450891	531.8321369	586.0447559
Nfatc1	33.72879328	19.46994786	17.27851994	9.699348015	8.922061255	8.556083694	7.795651688	25.42682247	17.22795412	14.60175734	8.49338951	8.61744171	10.7584002	9.077529345
Flna	401.1589367	445.2939491	406.6589363	277.1315776	200.2295792	177.9808585	180.5585264	370.0293421	365.7477589	290.4196401	223.0675943	174.4201808	213.1984384	167.75945
Abi1	104.5152742	112.205455	141.179887	89.69748837	92.42517516	90.00043953	83.07373935	76.46883288	117.745118	132.0009391	90.32953568	97.85268916	69.60426296	59.73203939
Erbb2ip;mKIAA1225	31.67383772	37.75655613	50.28500293	37.71675175	33.38696702	27.40270607	31.18783554	25.06714085	63.87018632	46.33582034	31.57377137	28.1930233	22.29937849	24.78634114
Cnot1	44.57374909	48.96483683	39.15911896	28.78490352	30.42750422	29.67444291	34.56873465	39.20159589	63.03841894	38.3365	25.8006384	32.57065635	27.40884061	28.25608145
Cfb	81.21388646	82.87281827	211.3840728	541.7964267	877.2382065	1593.349566	2171.247091	82.23469908	98.20267886	147.4008043	551.8290346	921.7208452	838.8879101	1226.997145
Nup205;mKIAA0225	34.29512858	37.67341566	26.53400863	13.99218414	13.57463825	16.02217109	14.83750077	27.61675934	27.31296645	19.06448081	14.79528922	17.0663238	14.2717191	12.48858776
Osbpl8	89.53045491	151.7503862	128.1002369	76.14191426	91.06425019	82.48629749	88.70718595	108.6819752	174.2792849	151.7887163	98.86941948	97.63555889	123.5527466	105.6468654
Mon2	17.33374299	15.28610296	15.44940807	8.490496455	12.27276706	11.85929034	14.42491879	15.81873396	16.78111139	8.831172913	10.55271085	6.72610595	7.275790935	9.234544682
Kdm3b;mKIAA1082	28.40927028	18.93865661	19.3926539	22.6404407	25.47754167	24.79398387	24.74033475	23.82805005	30.62556768	13.31078619	44.15149509	35.01029125	25.08014697	25.11242142
Mndal	112.4140203	978.2838187	2423.503997	2743.506298	2428.058486	1349.89122	1041.895834	239.4282187	2311.877549	4285.256505	6270.80351	4312.797152	4038.546314	3031.903679
Sec11a	183.0379951	200.6640863	130.192468	91.01708314	102.2914171	105.0533033	114.7383639	84.17393198	53.55045022	103.4135404	59.20603487	77.09811051	34.14287114	74.09215989
Osbpl3	12.5588881	25.04993906	28.14037486	22.57455108	27.05438299	54.55120033	70.09363809	10.60677821	22.51103162	34.36253159	18.89807217	23.23875031	45.86741802	54.71330262
Nmral1	19.1622575	11.32396497	9.423779109	9.062043588	8.967088885	7.614911258	4.5366112	6.69808035	0	16.64703936	9.137459203	7.871613549	6.524589485	6.931998099
Ncln	93.62903726	60.65328093	47.81032225	31.63750921	22.04239087	29.08216081	33.93576995	47.96445827	35.76243623	32.27099759	21.24088136	20.31331042	15.61701815	18.20707813
Lemd3	13.01187925	19.42719777	24.26234605	17.48832954	16.44857629	13.84874189	16.20711422	16.0707211	22.66894773	23.86184251	21.05647273	13.20550684	24.96479392	14.88849691
Mgst1	292.359332	197.7782426	179.5969065	124.9056291	103.5715192	112.1003819	161.4289262	141.2733557	111.0315068	176.0183005	60.55182561	107.5199485	59.8165436	103.6716175
AK051424;Inpp4a	35.31610065	31.81462149	20.49226073	12.56077918	14.95797317	13.01140824	15.07975073	47.977441	41.2739112	27.33649557	15.51969966	17.0767428	21.22582465	19.24411013
Ndufv1	110.3739792	93.13136972	82.45340268	82.10287503	56.14405787	60.28396845	65.15380915	75.381775	47.10120175	64.81192363	54.43331971	45.93560123	24.2136005	35.62843589
Carm1	24.44448816	24.84185407	17.37807398	19.17725179	16.50991689	12.1975593	10.26959058	28.3965338	24.71915109	23.74968139	15.47525412	21.79841249	9.664372974	16.39530272
Atp9b;MMR	33.22195776	35.83827773	43.64855536	48.40071323	34.50654741	27.73331084	28.92173328	24.44021796	39.3693507	44.20246711	37.92097442	33.86125271	23.80063556	18.81381679
Ccdc9	60.23686608	88.04604296	81.19060277	57.51115834	47.12336411	37.50558	50.69445284	86.02799042	116.035879	70.8623002	65.15972417	43.03544584	46.40778258	53.11521098
Rpl23a	3657.301002	3012.891239	2942.099564	3093.437537	2775.49679	2746.934856	2541.923017	3703.59585	3351.30043	3659.30179	3391.239929	3414.965763	2592.600813	2775.056957
Hnrnph3	36.95806465	52.92664278	48.34931323	42.79574554	44.80543775	42.29730664	59.51895432	20.20162776	47.01714574	77.76472413	58.88030227	31.93836008	30.06875149	33.60293048
