Gene Group	R1 LPS 0h	R1 LPS 01h	R1 LPS 02h	R1 LPS 04h	R1 LPS 06h	R1 LPS 09h	R1 LPS 12h	R2 LPS 0h	R2 LPS 01h	R2 LPS 02h	R2 LPS 04h	R2 LPS 06h	R2 LPS 09h	R2 LPS 12h
0610009D07Rik	5.29209	5.35252	5.26734	5.20898	5.18317	4.97045	4.8198	5.54966	5.19169	5.09895	5.09289	5.06456	5.14589	4.95071
1110004F10Rik	4.94012	4.74824	4.60679	4.53861	4.6219	4.67404	4.66236	4.74281	4.87438	4.83296	4.64394	4.59158	4.53064	4.57575
1110005A23Rik;Sarnp	5.34434	5.49208	5.45222	5.3166	5.06294	4.72231	4.71317	5.54638	5.55173	5.16334	5.0445	4.99317	4.9575	4.84704
1110059G10Rik;mKIAA1143	2.41959	2.07059	2.00518	2.13574	2.23455	2.18308	2.12203	2.43235	1.60624	2.24997	2.32696	2.14226	2.30442	2.10857
1810013D10Rik	4.12388	3.6211	3.54111	3.77396	3.94211	4.05423	4.14595	4.21477	4.08874	3.59679	3.334	3.54969	4.17087	4.24749
1810029B16Rik	5.14519	5.51258	5.91409	6.02541	6.22496	6.58262	6.75511	5.11793	5.6202	5.7499	6.00496	6.2646	6.6222	6.78016
2010106G01Rik	4.74043	4.75878	4.89906	5.08691	5.3629	5.53363	5.47869	4.65488	4.66441	4.88691	5.16809	5.3971	5.53598	5.55302
2310014H01Rik	5.23303	5.06899	4.98839	4.75818	4.76565	4.89226	4.84532	5.08922	5.09783	4.95364	4.79934	4.79805	4.89719	4.91654
2310022A10Rik	4.31058	4.70228	4.10895	3.91433	3.84073	3.82348	3.94129	4.15046	4.35576	4.0387	3.76399	3.85016	4.2058	4.27676
2310045N01Rik	3.66157	3.53579	3.3876	3.43538	3.15584	2.944	3.10466	3.51268	3.3662	3.55448	3.52761	3.25459	2.90458	3.10471
2310047M10Rik	4.43368	4.362	4.06525	3.87675	3.83098	3.86879	4.13545	4.38176	4.3328	4.07551	3.74316	3.80035	4.14293	4.09638
2400003C14Rik	4.56032	4.78279	4.91277	4.92974	5.02366	4.99127	4.93951	4.72214	4.5473	4.81694	4.96967	5.00104	5.09272	4.99023
2410001C21Rik	5.1427	5.10379	4.9974	4.98439	4.93987	4.90871	5.04692	5.2282	5.18549	4.94392	4.76183	4.84982	5.08721	5.06728
2500003M10Rik;Fop	4.84837	4.82829	4.75168	4.79663	4.89113	4.79278	4.70941	4.86461	4.83199	4.89487	4.79251	4.78275	4.77921	4.67236
2610029G23Rik	4.40887	4.42792	4.35219	4.15752	3.91769	3.77064	3.82981	4.48112	4.64392	4.27708	4.00003	3.72054	3.8086	3.93336
2610101N10Rik	5.59773	5.92098	5.9722	5.75576	5.46396	5.21689	5.34035	5.76108	5.8942	5.72419	5.54786	5.31272	5.46129	5.56653
3110003A17Rik	6.07478	6.30704	6.43977	6.46777	6.5233	6.33754	6.07126	6.13949	6.19572	6.4735	6.56669	6.52557	6.27461	6.04589
6330577E15Rik	5.16503	5.2362	5.17588	5.10824	5.10565	4.89825	4.83253	5.17886	5.1872	5.19733	5.08848	4.95283	4.93402	4.98307
9630033F20Rik	3.02956	2.92021	2.86502	2.89823	2.8099	2.74418	2.77584	3.16503	2.81533	2.79199	2.86379	2.83909	2.67807	2.88962
A230051G13Rik	1.22922	1.35497	1.2509	1.11157	0.666186	0.524317	0.877083	1.26037	1.38317	0.962051	0.926404	1.28562	0.757931	0.438707
AI314180;mKIAA0368	4.13122	4.08522	4.08612	4.07999	4.07636	4.30753	4.59886	4.11587	4.11557	4.16873	4.18529	4.05791	4.25934	4.46259
AI607873	4.11354	5.11468	6.04311	6.09286	5.64686	5.20777	5.01478	3.9706	5.18599	5.83942	5.86848	5.61676	5.46154	5.29081
AI837181;Bles03	3.23792	2.81951	3.19433	3.76021	3.78381	3.75519	3.76138	3.10975	2.55337	3.29193	3.83829	3.86884	3.80163	3.84855
AK008288;Ctnna1	4.93629	4.99824	4.95035	4.89387	4.98909	4.86996	4.67184	4.96409	4.91704	5.0226	5.06339	4.96499	4.70227	4.67526
AK011326;Pafah1b2	4.04164	3.96607	3.93083	3.93534	3.96934	3.94582	3.8694	4.09055	4.03078	3.85915	3.92416	4.09786	3.96309	3.69286
AK017779;Marcks	5.75576	6.28677	6.4724	6.4153	6.38466	6.02809	5.71907	5.77886	6.20875	6.37477	6.32208	6.2962	6.18463	5.89676
AK032662;Specc1	2.5063	2.72187	2.58983	2.32492	2.04097	2.19953	2.41052	2.83148	3.11411	2.43808	2.03085	2.01026	2.05436	2.31479
AK049578;Cltc	5.72389	5.83154	5.75707	5.57573	5.49258	5.44696	5.41888	5.70582	5.78184	5.67865	5.51348	5.48648	5.58502	5.49536
AK050838;Arih1	3.96617	3.93805	3.77516	3.64357	3.66949	3.69543	3.70683	3.80846	3.92134	3.85381	3.84623	3.71193	3.56921	3.68373
AK079994;Trappc8	3.58817	3.44057	3.26163	3.24433	3.23878	3.23101	3.16686	3.41141	3.43915	3.45187	3.32357	3.20704	3.26612	3.07218
AK081796;Gns	5.53076	5.39416	5.26007	5.35598	5.57603	5.7898	5.86333	5.51634	5.33096	5.28449	5.43453	5.64468	5.76851	5.79064
AK087295;Pik3ap1	3.81486	3.94859	4.21832	4.35397	4.32772	4.44935	4.44628	3.9025	4.0189	4.11941	4.26413	4.43625	4.50297	4.31495
AK157914;Ppp1cb	4.41709	4.54907	4.75502	4.77997	4.9644	4.9918	4.86255	4.35307	4.58059	4.80311	4.92768	5.08952	4.83101	4.73493
AK171687;Bcl10	4.87286	5.2091	5.17022	4.85291	4.74518	4.57724	4.4483	4.76795	5.16001	5.20153	4.80358	4.67407	4.60349	4.66519
AK188353;Eif4h	5.46426	5.44684	5.40941	5.32846	5.34981	5.36021	5.36501	5.43303	5.5073	5.51073	5.3466	5.33894	5.32921	5.2582
AK211593;Timm50	4.73334	4.58339	4.26654	4.17133	3.93504	3.77474	3.79215	4.59673	4.34485	4.11394	3.92392	3.80742	4.12254	4.34714
Aars	3.71892	3.48481	3.36917	3.31903	3.25456	3.40508	3.66395	3.66941	3.5122	3.37008	3.22991	3.39557	3.51121	3.52714
Abcd1	3.64209	3.37245	2.95234	2.27338	1.93384	2.37015	2.78484	3.29006	3.09232	2.96239	2.53484	2.53059	2.58873	2.33017
Abcf2	3.9697	3.90183	3.62407	3.26136	3.22788	3.46462	3.56891	3.77522	3.81268	3.66898	3.49369	3.52655	3.44246	3.2988
Abi1	4.57797	4.6957	4.76674	4.52482	4.44802	4.44554	4.39734	4.4599	4.77687	4.85093	4.63977	4.56634	4.34919	4.21313
Acads	3.97511	3.88089	3.66958	3.48177	3.34606	3.34405	3.50853	4.06389	4.04385	3.60853	3.21075	3.23669	3.51488	3.52739
Acbd3	4.60871	4.77989	5.0129	4.79996	4.61303	4.56752	4.59076	4.62758	4.81639	4.82458	4.75697	4.58001	4.64989	4.71735
Acin1	5.77133	5.92394	5.8558	5.79247	5.50944	5.2091	5.22252	5.76726	5.97308	5.60669	5.50983	5.4306	5.48445	5.5127
Aco1	4.1092	3.95165	3.72549	3.40362	3.13843	3.2573	3.47365	3.86441	3.94006	3.6218	3.30803	3.36462	3.52288	3.43752
Acot13	4.24616	3.93428	4.04381	3.82404	3.34443	3.53373	3.77371	4.24644	4.12508	4.07474	3.89095	3.47876	3.16657	3.71761
Acot8	3.7128	3.50108	3.25347	3.1486	3.20682	3.45087	3.62125	3.54122	3.76463	3.20554	2.90854	3.30383	3.60374	3.56741
Acp1	3.55229	3.52528	3.39303	3.27845	3.29506	3.32459	3.37277	3.58318	3.64147	3.31234	3.15426	3.30185	3.33509	3.41328
Acp5	5.06426	4.89696	5.00713	5.18766	5.1583	5.55047	5.83204	5.00623	4.90151	5.21549	5.24218	5.37999	5.39974	5.55169
Acpp	4.41115	4.82851	5.32256	6.00452	6.37642	6.25912	6.03693	4.84935	5.27593	5.45825	5.85746	6.07025	5.9972	5.73079
Acsl1	4.15456	4.9573	5.76301	5.88117	6.22023	6.69322	6.67464	4.25729	5.10469	5.92795	5.96691	6.14294	6.4619	6.48243
Actl6a	3.97979	3.80724	3.56712	3.49143	3.46254	3.31326	3.23496	3.94316	3.75078	3.70525	3.69221	3.43177	3.08809	3.24507
Actn1	5.95753	6.08676	6.28736	6.3892	6.43787	6.20263	5.93748	5.90964	5.94871	6.30931	6.46687	6.38071	6.1952	6.08838
Actn4	5.20896	5.16381	5.0157	4.73706	4.52877	4.57774	4.71538	5.04929	5.01359	5.0022	4.7202	4.62757	4.75651	4.77807
Actr2	6.34823	6.33694	6.42341	6.53239	6.74327	6.74382	6.56815	6.29619	6.37828	6.50933	6.57741	6.69622	6.69144	6.54735
Ada	0.714781	1.27542	0.976039	0.607596	0.585696	0.377529	-0.155103	0.206527	0.92443	1.35278	0.92199	0.556667	0.380697	0.0388652
Adam10	4.29652	4.20027	3.91817	3.4762	3.42727	3.44333	3.45741	4.1034	4.05842	4.01164	3.7368	3.55157	3.38659	3.37074
Adam17	4.5646	4.76741	4.82109	4.71216	4.82557	4.90411	4.86793	4.48016	4.68142	4.81837	4.88592	4.98315	4.87884	4.73502
Adar	3.37465	3.3219	4.25198	4.81697	4.82519	4.76971	4.68145	3.40617	3.37229	4.27359	4.91443	4.93455	4.61727	4.52356
Add3	4.15128	4.04319	3.48167	2.53132	2.06081	2.07277	2.14063	4.09075	4.22725	3.83017	2.69579	1.85969	1.72637	2.05166
Adh5	4.39637	4.16639	4.16589	3.95724	3.68302	3.76005	3.96359	4.31027	4.4067	4.19458	3.94713	3.77146	3.54604	3.91636
Adnp	3.66853	3.49856	3.43836	3.36293	3.50951	3.54369	3.52308	3.66843	3.57263	3.46269	3.39514	3.49482	3.46944	3.48149
Adrm1	4.96314	5.13377	5.03106	4.85017	4.76252	4.62883	4.64131	4.98535	5.09821	4.98591	4.65442	4.67465	4.78807	4.82418
Adss	4.21759	4.36223	4.26315	3.89018	3.54473	3.50586	3.71155	4.17313	4.42857	4.48361	4.02053	3.38094	3.38909	3.61943
Aftph	4.10401	4.10991	4.49104	5.29777	5.58386	5.15693	4.86261	4.20847	4.18517	4.44179	5.20495	5.49905	5.21099	4.8557
Agps	3.62916	3.45799	3.15531	2.77547	2.78182	2.87336	2.918	3.43539	3.62136	3.25824	2.83589	2.8449	2.77878	2.81655
Ahcy	3.37179	3.42346	3.08359	2.81476	2.585	2.14104	1.99355	3.16888	3.50498	3.1995	2.9136	2.54348	2.00621	2.07653
Aip	4.37481	4.13989	4.00399	4.02047	3.99653	4.25426	4.43685	4.30046	4.13518	3.91051	3.77305	4.18483	4.50959	4.41315
Ak4	2.19502	1.984	2.04449	2.55331	3.05738	3.47621	3.91345	2.2089	1.86686	2.08593	2.667	3.1395	3.52533	3.73035
Akap13	5.86559	6.41099	6.44567	5.99406	5.56243	5.32512	5.34144	5.9758	6.37022	5.99243	5.60284	5.44715	5.7187	5.83817
Akr1a4	7.55661	7.47813	7.60959	7.86117	8.10291	8.29616	8.29195	7.58858	7.43103	7.63661	7.87008	8.0732	8.28068	8.31635
Akr1b3	5.41177	5.27129	5.16967	5.12778	5.05105	4.93656	4.78956	5.30218	5.13511	5.0583	5.05497	5.1422	5.13524	4.92968
Akr1b8	1.75722	1.79425	1.73383	1.44103	0.654267	0.797055	1.83352	1.39034	2.20018	2.34797	0.897556	0.597541	1.31434	1.26325
Akr1c13;Akr1c12	3.6742	3.71109	3.44642	3.22629	3.20254	3.18281	3.1425	3.57924	3.48834	3.34818	3.38482	3.28786	3.18469	3.31271
Akt1	5.12614	4.90186	4.70945	4.418	4.22867	4.36498	4.499	4.94648	4.9128	4.92959	4.63195	4.36998	4.13385	4.32344
Alcam	4.7303	4.79024	5.02441	5.2246	5.31486	5.27481	5.15181	4.63501	4.89662	5.1161	5.20741	5.29577	5.27593	5.08419
Aldh1l1	3.08848	2.91701	2.94976	2.89562	2.9107	2.97837	2.96746	3.05336	3.0243	3.01258	2.838	2.92352	3.02979	2.82585
Aldh2	5.39514	5.24287	5.16726	4.9792	4.77768	4.84837	4.93406	5.23645	5.23397	5.21597	5.07335	4.99466	4.76003	4.83015
Aldh4a1	2.52729	2.23049	1.78484	1.41229	1.47226	1.72138	1.81532	2.53966	2.46564	2.18263	1.42385	1.2066	1.3505	1.795
Alg5	3.7124	3.65834	3.41457	3.11558	2.95682	2.89413	2.87058	3.54514	3.49892	3.2941	3.31956	3.02161	2.81009	3.13299
Alkbh5	3.93433	4.07691	3.82575	3.67627	3.75732	3.96631	4.23689	3.97587	3.84426	3.72821	3.62741	3.75825	4.19093	4.34887
Amdhd2	4.34528	4.41827	4.11204	3.93058	3.70252	3.83087	4.09312	3.98993	4.15543	4.17614	3.96323	3.81376	4.06416	4.27004
Ampd3	2.12355	2.12333	2.28857	1.8604	1.40516	2.11334	2.64066	1.78108	2.41643	2.52352	1.81847	1.21689	2.0704	2.72821
Ankhzn;Ankfy1	3.71407	3.57126	3.6841	3.9483	4.08441	4.04352	3.95096	3.56784	3.65034	3.71739	3.92003	4.12567	4.05717	3.95818
Ankrd17	5.44798	5.90613	6.39981	6.75151	6.43761	5.75644	5.59683	5.75151	5.88312	5.7426	6.31068	6.34264	6.24649	6.01927
Anks1	2.84934	2.57556	1.8709	1.96096	2.57886	2.92846	3.02111	2.51959	2.33953	1.92516	2.27166	2.85039	2.95051	2.92836
Anp32e	4.63891	4.67238	4.53075	4.22942	4.00714	3.73891	3.77828	4.70789	4.67402	4.55243	4.29888	4.01566	3.70439	3.64252
Anxa11	4.31302	4.3637	4.52289	4.38557	4.18672	4.18714	4.22193	4.3182	4.45059	4.6426	4.34708	4.09478	4.11218	4.21555
Anxa1;AK170612	6.94687	6.87314	7.08412	7.17808	7.2501	7.22942	6.98591	6.78443	7.1256	7.33875	7.31979	7.32291	6.90392	6.75224
Anxa2	7.65011	7.73153	7.86144	7.91829	7.85527	7.74196	7.69289	7.74284	7.64327	7.77177	7.82184	7.80856	7.86774	7.79547
Anxa4	6.93891	6.83844	6.84589	6.8734	6.97084	7.06591	7.03114	6.81365	6.82333	6.97903	6.98126	6.99789	6.97229	6.99706
Anxa5	6.23984	6.21758	6.34731	6.37655	6.46519	6.61317	6.58855	6.23802	6.25833	6.37696	6.48664	6.51466	6.44024	6.53335
Anxa7	4.98115	5.03616	5.24504	5.38256	5.44186	5.23673	5.01038	4.84546	5.12672	5.42566	5.46845	5.41917	5.08018	4.96825
Aoah	3.69329	3.79434	4.13202	4.46923	4.71608	4.93354	4.95708	3.58365	4.03898	4.14566	4.49276	4.81119	4.78032	4.84303
Ap2a1	3.6979	3.57849	3.47313	3.12526	2.99134	3.12418	3.25	3.68586	3.76792	3.55115	3.09124	2.85717	2.98177	3.3052
Ap2b1	4.44657	4.51001	4.57117	4.51943	4.47671	4.57537	4.56787	4.32097	4.56081	4.52864	4.53699	4.5081	4.58911	4.62251
Ap3m1	3.80141	3.56468	3.41565	3.35315	3.45297	3.51334	3.4766	3.7102	3.59087	3.55713	3.45234	3.43224	3.42171	3.41331
Apbb1ip	5.42311	5.75591	5.87294	5.61716	5.11052	4.76289	4.89024	5.43577	5.8404	5.78345	5.4471	4.97391	4.95363	4.99852
Apex1	3.20237	3.27869	2.89963	2.01277	1.45757	1.42031	1.48939	3.35768	2.87881	3.17353	2.2523	0.259779	1.5235	2.31515
Apobec1	3.81323	3.18446	3.24736	3.84909	4.35111	4.70747	4.76266	3.62937	3.289	3.31462	4.02376	4.39235	4.52592	4.74038
Apoe	6.49059	6.42079	6.18273	5.98337	5.89768	5.86435	5.90362	6.34222	6.03389	6.19702	6.26496	6.10267	5.85983	5.94256
Arap1	4.64375	4.5988	4.3427	4.06098	4.10164	4.5301	4.74054	4.63874	4.69337	4.2384	3.83826	4.1276	4.70241	4.77972
Arf4	5.19728	5.24161	5.43138	5.64731	5.8912	5.8036	5.52255	5.14136	5.26466	5.53824	5.86488	5.99986	5.56639	5.35954
Arf5	6.41222	6.445	6.38812	6.5336	6.65695	6.57989	6.47065	6.49487	6.26024	6.24248	6.44277	6.59481	6.79362	6.65762
Arfgef2	2.67163	2.52494	2.2967	2.09366	2.06045	2.29091	2.47328	2.59555	2.50669	2.24873	2.1484	2.31232	2.29259	2.30728
Arhgap1	3.93557	3.87412	3.69004	3.47327	3.39638	3.34045	3.23689	3.83373	3.74234	3.72664	3.56001	3.44715	3.24772	3.38913
Arhgap18	3.29345	3.32724	2.62099	1.40068	1.05252	1.68762	2.23255	3.41108	3.54328	2.569	0.965155	0.899667	1.84158	2.38528
Arhgap25;mKIAA0053	4.47618	3.65179	3.04836	3.50072	3.84338	3.93975	4.00191	4.51814	4.17128	3.05926	3.40136	3.85069	3.62433	3.83702
Arhgap30	4.8034	4.61989	4.72497	4.59577	4.47598	4.6315	4.79276	4.85784	4.85299	4.61547	4.49117	4.46846	4.63829	4.72006
Arhgdia	6.12123	6.06389	6.11487	6.09918	5.99763	6.05497	6.06127	6.10467	6.10613	6.09193	6.07693	6.0548	6.05081	6.02778
Arhgdib	7.01305	6.82253	6.68912	6.54451	6.28898	6.10982	6.14092	6.77227	6.98311	6.79588	6.49889	6.24547	6.10937	6.20394
Arhgef2;mKIAA0651	4.7173	5.03162	4.8397	4.6644	4.5938	4.48091	4.46008	4.70826	4.79968	4.65941	4.59153	4.62626	4.74257	4.66011
Arl8a	4.83704	4.91538	5.17231	5.13417	5.11645	5.10997	4.96583	4.87759	5.06381	5.19088	5.00978	5.03865	5.05045	5.01998
Arl8b	5.02571	4.97689	4.93342	4.6888	4.52416	4.52187	4.56865	5.04285	5.05388	5.0462	4.73837	4.52684	4.42775	4.40361
Armc8	3.32905	3.14286	3.30049	3.72395	3.69877	3.35692	3.25806	3.16361	3.17489	3.48857	3.85031	3.67981	3.31646	3.13644
Arpc1b	7.08033	6.90646	6.87788	6.78945	6.70665	6.81169	6.88767	7.00029	6.97505	6.93598	6.86223	6.81748	6.67297	6.79613
Arpc4	6.52558	6.59716	6.51339	6.40057	6.20364	6.09223	6.10946	6.62389	6.57044	6.41373	6.23081	6.14497	6.28641	6.1718
Arpc5	7.34433	7.39716	7.33242	7.43227	7.53205	7.28481	7.05155	7.36215	7.25906	7.30599	7.35349	7.40851	7.41986	7.26554
Arrb2	5.41762	5.40064	5.13526	4.76569	4.72359	5.1126	5.38201	5.54567	5.51111	5.03223	4.50407	4.6523	5.19611	5.49592
Asah1	5.27023	4.95752	4.69697	4.41851	4.44443	4.5734	4.57845	4.86186	4.84076	4.97263	4.80895	4.55627	4.37278	4.52629
Asns	1.86016	1.92102	1.84957	1.41161	1.12868	1.53243	2.03355	2.07463	1.56718	1.71803	2.12936	1.25026	0.790154	2.20739
Atg3	4.79202	4.62822	4.4164	4.26191	4.35854	4.34876	4.28295	4.66241	4.79989	4.61034	4.34263	4.37329	4.12495	4.17529
Atl3	3.44782	3.38915	3.58808	3.70914	3.92546	4.1215	4.06591	3.51001	3.56862	3.65309	3.9016	3.91776	3.82265	3.87334
Atp13a1	3.99811	3.94012	4.09818	4.40242	4.40528	4.15829	4.04107	4.00734	3.77907	3.88309	4.35287	4.49821	4.36081	4.16209
Atp1a1	5.62895	5.61821	5.57139	5.45148	5.38527	5.32077	5.20117	5.55478	5.56131	5.54626	5.50416	5.55619	5.36911	5.08543
Atp1a3	5.57427	5.33908	5.04461	4.61883	4.35556	4.34946	4.50579	5.28378	5.18697	5.15027	4.84821	4.52873	4.37251	4.41713
Atp5a1	6.38602	6.30085	6.28304	6.19377	6.05257	5.99307	5.96838	6.31501	6.40182	6.31577	6.16041	6.08879	5.98787	5.90802
Atp5b	6.59878	6.49319	6.50931	6.41983	6.23193	6.2151	6.21112	6.46835	6.60099	6.63087	6.45868	6.2925	6.08601	6.14187
Atp5o	6.2162	6.07579	6.02504	5.94626	5.77792	5.70819	5.59595	6.08401	6.25132	6.05504	5.89705	5.80371	5.61987	5.63436
Atp6v0d1	5.8276	5.81234	5.7044	5.51155	5.40159	5.52828	5.6018	5.70411	5.68217	5.59985	5.36651	5.41675	5.71447	5.9037
Atp6v1a;BC050135	5.32868	5.41062	5.39082	5.27055	5.20328	5.28649	5.47558	5.34521	5.38815	5.32138	5.18865	5.19934	5.40201	5.52127
Atp6v1b2	6.39911	6.31463	6.05571	5.9683	6.19966	6.30564	6.21671	6.30537	6.15529	6.08699	6.01765	6.25056	6.36256	6.28134
Atp6v1e1	6.63705	6.79051	6.91223	7.03146	7.09515	6.98931	6.87426	6.71938	6.80603	6.82962	6.91321	6.98648	7.10258	6.97267
Atp6v1h	5.17796	5.145	5.1506	5.03939	5.0716	5.12242	5.12131	5.10743	5.03353	5.05741	5.04459	5.10769	5.26439	5.21325
Atpif1	6.5267	6.45761	6.34644	6.25538	6.1435	6.05018	6.00228	6.46859	6.18919	6.15819	6.32686	6.33765	6.16559	6.13603
Atxn10	4.13921	4.06675	4.03336	3.8465	3.67269	3.66451	3.66787	4.17962	4.26926	4.15705	3.82581	3.49959	3.47277	3.68678
BC002288;B2m	8.8516	8.72756	8.77219	8.89719	9.06954	9.30086	9.31332	8.78586	8.56318	8.64475	8.85961	9.15808	9.44869	9.4721
BC013712	4.38087	3.75788	4.35275	4.93187	4.94689	4.8824	4.76663	4.03559	4.06559	4.37298	4.93552	5.17298	4.80883	4.6278
BC029331;Diap1	6.26734	6.31806	6.22094	5.99777	5.95096	6.00758	6.07124	6.34402	6.45802	6.22735	5.96143	5.89082	5.93212	6.02014
Baiap2	4.04675	3.56024	3.14853	3.44459	3.72594	3.86841	3.98255	3.85017	3.53332	3.25455	3.64235	3.87492	3.87039	3.75133
Bax	5.74742	5.65909	5.63346	5.5871	5.40848	5.41172	5.59334	5.7929	5.84377	5.76845	5.52233	5.3811	5.31087	5.42119
Baz1a	4.92664	5.47488	5.55671	5.16109	4.92693	4.69238	4.61856	5.01114	5.60122	5.35957	5.00619	4.79277	4.80633	4.77997
Bcat2	4.93427	4.97929	4.69845	4.44575	4.38405	4.33163	4.35539	4.83972	4.93896	4.78532	4.52848	4.41187	4.34136	4.2831
Bcl2l1	4.66948	5.23145	5.64594	5.33595	4.99099	4.8387	4.80293	4.9563	5.07245	5.42417	5.13369	4.92444	5.06889	4.9355
Bin1	4.67625	4.7139	4.39005	3.7996	3.1862	3.34564	3.92699	4.77423	4.84057	4.34967	3.72515	3.10934	3.31527	3.9244
Blvra	5.14831	5.05128	5.00152	4.76239	4.42046	4.21838	4.19593	4.98004	5.11792	5.21479	4.91804	4.4872	4.04482	4.03548
Blvrb	6.02586	5.71657	5.73944	5.86338	5.98305	6.23841	6.30802	5.86188	5.7938	5.97634	6.0648	5.99557	5.97406	6.20827
Bop1	3.45744	3.38752	3.29961	2.99663	2.60527	2.55786	2.48365	3.27305	3.19725	3.26048	3.08627	2.88164	2.62267	2.46661
Brox;0610010K06Rik	4.27157	4.11946	4.18678	4.23271	4.30291	4.19048	4.05378	4.115	4.03883	4.26061	4.29725	4.36195	4.17849	4.10556
Bst1	5.18928	5.08955	5.01924	4.90782	5.0035	5.29918	5.46164	5.12048	5.04522	5.02502	4.91648	5.05243	5.24765	5.56293
Bub3	4.9293	4.83457	4.63511	4.45009	4.4126	4.25546	4.04744	5.01393	4.80839	4.50787	4.26772	4.33332	4.41112	4.22223
Bzw1	5.56545	5.54731	5.51392	5.45628	5.46679	5.33874	5.20567	5.48187	5.57655	5.66132	5.56327	5.42874	5.23152	5.1509
Bzw2	4.20017	4.32254	4.06321	3.53538	2.7591	2.14053	2.06028	4.26973	4.45575	4.06879	3.48805	2.57999	2.0772	2.1417
C1qb	6.43295	6.39996	6.20168	5.93885	5.67595	5.4587	5.3929	6.21276	5.89871	6.15011	6.15653	5.95604	5.66246	5.46438
C3	5.36845	5.37771	5.64239	5.73076	5.82021	6.09493	6.16611	5.31674	5.21532	5.48484	5.91876	6.09955	6.06438	6.10097
C5ar1	3.66203	4.94982	5.09827	3.95652	2.84506	2.01518	1.73354	3.44941	4.57077	4.90894	4.05761	3.00988	2.36727	1.89654
Cab39	4.41736	4.34604	4.23788	4.18081	4.14247	4.16797	4.16717	4.28662	4.41456	4.45667	4.25517	4.08693	4.02876	4.13099
Calr	7.069	6.9715	6.92021	6.74217	6.59622	6.61313	6.64749	7.00809	7.0589	6.88586	6.88218	6.75747	6.52722	6.43998
Cap1	6.03789	5.90231	5.8307	5.66538	5.59679	5.63654	5.58505	5.82151	6.01272	5.95111	5.76861	5.7235	5.47617	5.50103
Capn1	4.82559	4.66937	4.64656	4.52999	4.36857	4.37456	4.38299	4.83888	4.69002	4.49876	4.36154	4.38605	4.53893	4.48346
Capn2;calp80	4.52904	4.28383	4.17674	3.95448	3.86874	4.09244	4.15577	4.23562	4.41408	4.44988	4.17484	4.03448	3.7709	3.98125
Capns1	6.66906	6.51094	6.48584	6.50162	6.39763	6.39747	6.39227	6.59219	6.45849	6.39563	6.35645	6.43863	6.60971	6.50372
Caprin1	4.7854	4.72519	4.63018	4.47756	4.56388	4.63018	4.55088	4.67514	4.6956	4.74843	4.69344	4.69915	4.49146	4.36004
Capza1	5.29551	5.16747	5.17982	5.10158	5.15412	5.16731	5.06289	5.22462	5.31758	5.34044	5.19919	5.13692	4.9456	4.96436
Capza2	6.25597	6.17039	6.24035	6.2999	6.45334	6.37869	6.16524	6.19123	6.41177	6.34882	6.26313	6.38011	6.29768	6.07114
Car13	2.90519	3.09144	4.02646	4.70537	5.11518	5.38086	5.17478	3.05475	3.23064	3.97354	4.77616	5.1693	5.13213	5.06275
Casp1	4.46403	4.28242	4.63787	5.15744	5.46011	5.59561	5.55611	4.39151	4.29012	4.62584	5.20945	5.51556	5.56753	5.55358
Casp7	4.59656	4.50655	4.73525	5.11763	5.46227	5.40325	5.09479	4.65312	4.35785	4.76343	5.27346	5.54198	5.29896	5.02751
Casp8	4.29941	3.92992	3.87787	4.19625	4.39596	4.4428	4.47856	4.09836	4.01161	4.03963	4.41185	4.6058	4.12176	4.33176
Casp9	3.20069	2.74846	1.94429	2.00471	2.60652	2.92197	2.92412	3.16868	2.91711	2.19611	1.95829	2.43797	2.78713	2.88546
Cat	4.72175	4.41342	4.24478	3.89308	3.70904	4.16052	4.58019	4.38291	4.47234	4.42682	4.05979	3.90758	3.94905	4.52429
Cbl	3.1705	3.33792	2.90325	2.6994	2.84374	2.9446	2.89927	2.9989	3.29486	2.98859	2.81669	2.90423	2.95527	2.84014
Cbx1	3.77743	3.68857	3.43456	3.35379	3.40342	3.46549	3.58462	3.86698	3.52824	3.12789	3.56587	3.57401	3.53644	3.50846
Ccdc12	5.49273	5.19171	4.83797	4.67036	4.80179	4.85826	4.8102	5.44203	5.32513	5.04911	4.70956	4.58598	4.6527	4.8985
Ccdc124	4.64948	4.54375	4.42008	4.31884	4.29825	4.36759	4.31275	4.65053	4.6238	4.46316	4.37313	4.2669	4.20623	4.327
Ccdc22	3.96985	3.99582	3.76805	3.37084	2.96054	2.86726	2.97485	4.0607	4.09199	3.77329	3.18761	2.93399	3.03484	2.82479
Ccdc25	4.44769	4.44035	5.01156	5.51377	5.4896	4.99595	4.72696	4.58423	4.60602	4.71463	5.43903	5.51093	5.10638	4.66467
Ccdc47	4.10606	3.96482	3.58609	3.36463	3.25168	3.29244	3.63969	4.04473	3.92942	3.58098	3.36639	3.34909	3.41397	3.52082
Ccdc50	4.77147	4.96318	5.15744	5.26753	5.36329	5.26883	5.08906	4.89148	5.24473	5.12269	5.18294	5.25188	5.20377	4.9833
Ccdc72	6.87339	6.77659	6.68955	6.73345	6.7119	6.59861	6.49145	6.88016	6.83867	6.68624	6.58473	6.59991	6.68761	6.59764
Ccdc86	4.06752	4.31329	4.53	4.72898	4.70855	4.48864	4.36749	4.08698	4.30624	4.40804	4.63611	4.7449	4.6247	4.3975
