Gene Group	R1 LPS 0h	R1 LPS 01h	R1 LPS 02h	R1 LPS 04h	R1 LPS 06h	R1 LPS 09h	R1 LPS 12h	R2 LPS 0h	R2 LPS 01h	R2 LPS 02h	R2 LPS 04h	R2 LPS 06h	R2 LPS 09h	R2 LPS 12h
Sucla2	4.11837	4.26662	4.1872	4.02238	3.94697	3.96682	4.02121	4.41693	4.28137	4.06216	4.09401	4.01858	3.85254	3.80398
Suclg1	4.34368	4.17294	3.96901	3.76936	3.54618	3.4905	3.56319	3.98797	4.13504	3.84828	3.77457	3.73862	3.61172	3.75866
Sumf1	3.97062	3.82147	3.5031	3.4267	3.73323	4.05117	4.0909	4.06481	3.9644	3.46775	3.52672	3.80489	3.81007	3.95856
Sumo1	5.28333	5.10257	5.24318	5.57343	5.83639	5.73833	5.50765	5.166	5.19322	5.41536	5.65916	5.81904	5.55046	5.48163
Supt5h	4.74135	4.82133	4.62778	4.42187	4.2771	4.16678	4.26382	4.53918	4.76864	4.50176	4.35273	4.33067	4.46589	4.36116
Supt6h	3.72933	3.8233	3.85571	3.68394	3.56558	3.63415	3.74093	3.59029	4.1292	3.94105	3.56833	3.4954	3.58076	3.72791
Suz12	4.02812	4.03691	4.07977	4.14212	4.1041	3.90469	3.96145	4.05509	3.97557	4.10707	4.18529	4.06456	3.98513	3.88446
Svil	5.20326	5.53674	4.83421	3.88161	3.6517	3.4239	3.44717	5.29403	5.58849	4.44529	3.64187	3.71083	3.75057	3.54753
Syk;Sykb	5.24731	5.54495	5.75935	5.54282	5.33074	5.40212	5.51001	5.18513	5.64926	5.7935	5.50281	5.39865	5.38325	5.42471
Syncrip	4.92818	5.01642	4.91078	4.56835	4.35356	4.24823	4.17639	4.92135	5.17338	4.88208	4.49233	4.33695	4.26143	4.13438
Tagln2	7.5287	7.54817	7.63619	7.67603	7.6355	7.62616	7.5819	7.45861	7.49074	7.60743	7.65488	7.63138	7.71199	7.67761
Taldo1	7.0359	7.01437	6.85793	6.77768	6.57742	6.29314	6.2669	7.03364	6.78605	6.83339	6.75237	6.58969	6.44848	6.37971
Tank	4.70542	5.13644	5.45187	5.50928	5.72112	5.71184	5.50463	4.29465	5.18292	5.76069	5.86912	5.7801	5.43259	5.42052
Tap1	4.48621	4.47314	5.54853	6.32486	6.38688	6.21952	6.09576	4.41715	4.49907	5.49737	6.27935	6.43482	6.29115	6.11598
Tapbp	6.16037	6.38694	6.81455	7.2124	7.46551	7.54038	7.48787	6.30066	6.32326	6.71984	7.1672	7.43351	7.59534	7.52821
Tbc1d22a	3.18897	3.10086	2.64812	2.13018	2.06846	2.45296	2.58764	2.89944	3.07383	2.96397	2.38926	2.17374	2.21439	2.46255
Tbc1d2b;mKIAA1055	3.5958	3.52418	3.18072	2.41806	2.31922	2.88609	2.9793	3.31743	3.59812	3.29612	2.56664	2.42902	2.81959	2.87644
Tcea1	5.04694	5.23765	5.28976	5.28115	5.22876	5.06612	4.95674	5.11279	5.25474	5.12789	5.21783	5.26461	5.1498	4.97947
Tceb1	5.20323	5.11841	5.14203	5.28283	5.43304	5.51103	5.42138	5.14973	4.94078	5.11965	5.27999	5.45461	5.57737	5.58982
Tceb3	4.38721	4.22919	4.23506	4.36308	4.46948	4.46544	4.43988	4.2433	4.25115	4.13279	4.32107	4.54777	4.59669	4.49657
Tcf25;mKIAA1049	5.86761	5.93738	5.9238	5.94263	5.93542	5.89709	5.95085	5.92302	6.15671	5.97673	5.84227	5.77819	5.85072	5.92713
Tcof1	4.23071	4.32763	4.19495	4.16276	4.05832	3.76882	3.5649	4.21903	4.1404	3.85953	4.054	4.12601	4.09092	3.8182
Tgfb1	5.97596	5.96929	5.91585	5.63592	5.36885	5.42164	5.46604	5.76561	5.78265	5.96078	5.81792	5.60257	5.40024	5.42379
Tgm2	4.87907	5.14498	5.39917	5.40188	5.36367	5.62802	5.89851	4.7382	5.20409	5.41209	5.41554	5.55541	5.58748	5.80249
Thbs1	5.6735	6.30918	6.47636	6.06116	5.92209	6.10909	6.28615	5.77783	6.17645	6.18352	5.92519	6.06472	6.35734	6.35249
Thrap3	4.50515	4.61087	4.50459	4.35982	4.25625	4.13693	4.15546	4.68914	4.75631	4.47116	4.25255	4.17317	4.12821	4.05853
Thumpd1	3.34602	3.1962	2.925	2.68449	2.77852	2.75605	2.69192	3.29885	3.15534	2.98492	2.85945	2.56212	2.77172	2.74579
Timm8b;Ddp2	5.12011	4.94906	4.89015	4.67834	4.67959	4.85838	4.9709	5.11915	5.15916	5.15241	4.83426	4.54428	4.58701	4.75026
Timm9;AK039495	3.69343	3.44757	2.7355	1.91332	1.91498	2.45583	2.42633	3.34092	3.36887	2.89958	2.13362	2.22486	2.45346	2.16564
Tkt	6.34031	6.35014	6.26997	6.12055	5.78465	5.53756	5.64443	6.36778	6.20434	6.13599	5.98941	5.78435	5.79747	5.76827
Tle3	4.27061	4.52649	4.97142	5.07975	4.72605	4.25221	4.03585	4.33178	4.38851	4.71144	4.99932	4.78251	4.48284	4.16598
Tln1;mKIAA1027	5.14926	5.17523	5.16131	5.01421	4.88518	4.90773	4.8825	5.14313	5.19243	5.03588	4.95185	4.90852	4.98704	4.95657
Tmed5	5.23951	5.45207	5.42743	5.33449	5.36125	5.16396	5.01121	5.17171	5.31238	5.43435	5.40152	5.35512	5.20005	5.11479
Tmem214	3.96072	3.7407	3.25948	2.83288	2.92697	3.28003	3.47658	3.56592	3.59894	3.39494	3.19943	3.12018	3.21844	3.3795
Tmem43	4.37628	3.9476	3.40712	3.36535	3.67295	3.95638	4.05288	4.16719	3.63845	3.64885	3.75761	3.78533	3.9394	3.84173
Tmod3	4.42759	4.39053	4.55592	4.87647	5.15819	5.10321	4.89068	4.28754	4.43483	4.71419	4.97283	5.23683	4.96684	4.78954
Tmsb10	9.10548	9.06598	9.03113	9.15458	9.26509	9.27842	9.28933	9.08821	8.90889	9.037	9.1515	9.23246	9.36002	9.41194
Tnfaip2	6.06414	7.32844	7.81401	7.19448	6.64603	6.5076	6.51072	6.03645	7.32295	7.70197	7.18174	6.69297	6.61489	6.51445
Tnfaip8l2	4.20233	3.38926	2.77056	2.74248	2.64601	3.05221	3.62061	4.18862	3.42798	2.03528	2.50959	2.90634	3.37367	3.98199
Tnpo3	5.01414	5.11977	4.94376	4.96498	4.81694	4.48055	4.46151	5.10852	5.08766	4.74898	4.72041	4.75321	4.77474	4.60813
Tollip	4.11696	4.33947	4.3729	4.11013	3.92815	3.98459	4.08275	4.31636	4.23445	4.1644	4.07674	3.98381	4.04232	4.11687
Tom1	3.72657	3.62019	3.56454	3.33929	2.94018	3.03834	3.35131	3.79978	3.89146	3.61761	2.86102	2.33315	3.24995	3.82745
Tomm34	4.35561	4.29075	4.20353	4.16634	4.18109	4.13683	4.0934	4.45116	4.3724	4.0815	3.88079	3.9905	4.35017	4.30102
Top1	5.49648	6.11344	6.16528	5.68533	5.39394	5.08142	5.04074	5.4702	6.36184	6.16412	5.52805	5.22366	5.11836	5.11041
Tor1aip1;Lap1B	4.78381	4.84184	5.38171	5.88739	5.93661	5.61482	5.34936	4.8803	4.8694	5.22036	5.82616	5.95758	5.72974	5.31201
Tor3a	4.47206	4.22406	5.26604	6.04889	6.07139	5.89243	5.6966	4.48988	4.37351	5.24711	5.99314	6.08574	5.82236	5.65972
Tpd52	4.81977	4.69518	4.6499	4.55846	4.38838	4.38002	4.56301	4.75662	4.82573	4.73547	4.51122	4.40006	4.34787	4.47776
Tra2a;AK076606;mAWMS1	5.24542	5.38476	5.67429	6.10505	6.08823	5.44113	5.19301	5.2156	5.34753	5.67849	6.14653	5.98724	5.47529	5.28124
Tra2b	5.3736	5.37185	5.3453	5.40086	5.27433	4.90592	4.81191	5.26931	5.64104	5.36557	5.17813	5.12484	5.00869	4.89619
Trabd	4.01676	3.79437	3.66869	3.69982	3.85415	4.00082	4.03415	4.11109	3.99646	3.77979	3.76683	3.78071	3.84624	3.78766
Trafd1	4.51194	4.36403	5.04505	5.78507	5.87725	5.69471	5.5733	4.40635	4.40032	5.04241	5.67902	5.84305	5.79169	5.6885
Trex1	4.29938	5.23125	5.95501	5.89374	5.7779	5.75904	5.68618	4.32926	4.87238	5.86634	6.08955	5.91583	5.764	5.76514
Trim25	3.87732	4.09152	5.13418	5.48509	5.3603	5.41108	5.5052	3.88256	4.2397	5.15384	5.49769	5.33285	5.33336	5.4247
Trim28	4.15478	3.9069	3.60634	3.36142	3.43604	3.5508	3.59781	3.97527	3.78946	3.57626	3.51062	3.57476	3.59931	3.58842
Trip10	3.95196	4.10628	4.60886	4.49541	4.21685	4.15958	4.1989	3.88447	4.17984	4.63619	4.70404	4.30965	4.0231	4.00054
Trip12;AK032919	4.19295	4.3149	4.39687	4.53916	4.63104	4.63847	4.65237	4.28331	4.34387	4.45098	4.52929	4.56587	4.68444	4.508
Trps1;Mir1907	3.67869	4.46392	4.25766	3.73062	3.24675	2.72478	2.82548	3.62467	4.19203	4.08229	3.52677	3.25907	3.32579	2.91727
Tsc22d3;Tilz3b	3.64381	2.69138	2.355	2.19021	2.22646	2.71498	3.24223	3.54962	1.91869	2.40848	2.56852	2.27833	2.8428	3.4976
Tsn	4.77589	4.73365	4.44858	4.36146	4.3129	4.14222	4.14904	4.84017	4.59249	4.44656	4.39095	4.31429	4.24103	4.09825
Tssc1	3.35085	3.27784	2.92553	2.91625	2.93895	2.77378	2.8519	2.9901	3.61364	3.14969	2.62009	2.96994	3.02397	2.66768
Ttc7	3.93727	3.68772	3.41979	3.35916	3.51898	3.62093	3.55482	3.96869	3.91266	3.37556	3.15776	3.53386	3.72828	3.42186
Ttf2	2.53229	2.42699	1.70768	1.36912	1.30022	1.23736	1.29589	2.54352	2.48483	1.51266	1.23395	1.41061	1.32612	1.35785
Tuba3a;Tuba1a	5.2836	4.97767	4.90011	4.86928	4.97978	5.27457	5.46247	5.07604	5.18593	5.01439	4.98605	5.06266	5.09998	5.32244
Tubb5	6.91184	6.70956	6.46918	6.19171	6.07401	6.22681	6.34268	6.85525	6.677	6.51211	6.22229	6.07788	6.21434	6.36692
Tubb6	4.70848	4.7301	4.70648	4.60796	4.62806	4.80943	4.91311	4.5164	4.71451	4.84659	4.70717	4.72698	4.78258	4.80938
Tubg1;tubg1;Tubg2	3.24924	3.00667	2.5322	2.11882	1.9287	2.07166	2.18313	3.10081	3.61969	3.03349	1.90908	1.33826	1.88579	2.20331
Twf1	4.32135	4.17133	4.15781	4.20813	4.20807	4.08103	4.02162	4.21316	4.27145	4.37885	4.28874	4.16785	3.94313	3.90618
Txn1	7.07649	7.04856	7.22509	7.45651	7.69155	7.85845	7.8552	7.08076	6.86469	7.22916	7.58304	7.77112	7.78637	7.8967
Txnl1	4.6917	4.78252	4.89868	4.78636	4.57481	4.48474	4.44329	4.59914	4.94579	5.1462	4.81454	4.4675	4.31325	4.37567
Txnrd1	5.32935	5.90645	6.21194	5.87647	5.49517	5.5206	5.72646	5.30003	6.16873	6.43104	5.83093	5.34087	5.38422	5.61065
Uap1l1	4.90092	4.75112	4.6455	4.46256	4.07591	4.02992	4.25735	4.79965	4.79038	4.74751	4.41756	3.97946	4.07318	4.31557
Uba1	4.63778	4.56798	4.61861	4.59764	4.67365	4.94888	5.05792	4.52303	4.56448	4.59858	4.73593	4.90122	4.86853	4.91069
Ube2d3;Ube2d2b	5.42638	5.34719	5.44179	5.48747	5.48842	5.42374	5.33853	5.17267	5.46924	5.66159	5.59607	5.50087	5.25505	5.29804
Ube2g2	4.43739	4.28449	4.11141	3.90913	4.03672	4.33987	4.47977	4.39214	4.2133	4.22596	3.98959	4.11246	4.30159	4.36374
Ube2i	5.26853	5.21633	5.1225	4.97458	4.91132	4.8886	4.84018	5.17998	5.1219	5.14348	5.0791	4.94831	4.8635	4.88576
Ube2l3	5.44083	5.29727	5.2536	5.35731	5.39892	5.43344	5.40743	5.38318	5.35605	5.30047	5.29137	5.37494	5.43184	5.45095
Ube2m	5.67289	5.55213	5.57523	5.83441	6.01857	5.99557	5.90166	5.7002	5.49249	5.59318	5.80687	5.91571	6.04516	5.99685
Ube2n;Ubc13	4.52716	4.6042	4.49815	4.35997	4.3809	4.29844	4.20373	4.49144	4.5153	4.51359	4.33747	4.32044	4.34615	4.34819
Ube4b;Ufd2	3.50398	3.45188	3.05916	2.79502	2.82308	2.95617	3.12217	3.28642	3.37546	3.16032	3.0404	2.8257	2.8624	3.16075
Ubl4	4.56326	4.42818	4.16631	4.21968	4.16926	3.991	4.05032	4.48753	4.02268	4.14772	4.332	4.24609	4.18766	4.16432
Ubl7	3.94179	3.73858	3.86015	4.06968	4.03869	4.14874	4.20223	3.85922	3.81181	4.06327	4.12993	4.08167	3.96056	4.09339
Ubqln4;ubin	3.13544	2.94942	2.78835	2.75359	2.81586	2.78172	2.71952	3.26464	2.72102	2.61504	2.9396	3.02071	2.78671	2.59616
Ubr4	3.51436	3.65493	3.97779	4.25646	4.14997	4.01931	4.00257	3.52921	3.99584	3.84297	4.02834	4.12527	4.09477	3.959
Ubxn1;AK172428	5.59494	5.52688	5.42759	5.47518	5.509	5.50399	5.62819	5.64332	5.565	5.37403	5.42079	5.45192	5.54326	5.66745
Ubxn4	4.90879	5.19578	5.09838	4.84504	4.79806	4.82457	4.88396	4.96292	5.29157	5.02009	4.73559	4.62567	4.89393	5.02481
Ugp2	4.27674	4.1639	4.16606	4.08355	4.03226	4.18233	4.36782	4.21665	4.19767	4.17165	4.08189	4.19637	4.2269	4.18152
Upf1	3.8586	3.68226	3.49066	3.42898	3.40251	3.47101	3.63252	3.75648	3.73234	3.46855	3.3304	3.51562	3.62982	3.53335
Upf3b	4.72349	4.92938	4.70576	4.39787	4.15636	3.89929	4.02705	4.85335	5.04363	4.37286	4.04281	3.96682	4.24733	4.3124
Upp1	3.95839	4.51411	5.03631	5.24161	5.30031	5.18506	4.96808	3.89166	4.58491	4.86931	5.3027	5.53436	5.08661	4.93432
Uqcrb	6.43519	6.2639	6.22599	6.16592	6.11926	6.05566	5.96458	6.31841	6.30784	6.38977	6.34024	6.18056	5.81293	5.88075
Uqcrc1	5.16914	4.93059	4.87055	4.76503	4.55562	4.50621	4.52058	4.96424	5.00958	4.98201	4.75433	4.65506	4.47885	4.47365
Uqcrfs1	5.66395	5.64332	5.62006	5.66033	5.87968	5.97095	5.88705	5.56961	5.60529	5.83776	5.82386	5.85296	5.74383	5.89203
Usp15	4.17471	4.12172	4.23837	4.47441	4.70237	4.67084	4.53796	4.10667	4.21441	4.40775	4.5996	4.78227	4.50689	4.30279
Usp39	3.48998	3.29155	2.90095	2.72324	2.84639	3.02816	2.93627	3.35758	3.34409	3.09873	2.65672	2.76154	3.05691	2.94097
Usp47	3.62625	3.87268	4.19518	4.13553	3.80278	3.50153	3.45876	3.63036	3.93018	4.26116	4.14756	3.78092	3.42309	3.41945
Vamp3;Vamp2	5.1328	5.06707	5.12447	5.20043	5.24902	5.22519	5.16236	5.12234	5.08915	5.18018	5.22247	5.19024	5.18929	5.16767
Vamp8	6.31557	6.36799	6.49729	6.73392	6.74028	6.66402	6.62652	6.53463	6.51072	6.38048	6.51754	6.63871	6.72273	6.64079
Vat1	6.01971	5.93712	6.04919	5.99594	5.85121	5.85723	5.93748	5.98681	5.82914	6.10499	6.10684	5.89832	5.83534	5.88643
Vav1	4.22801	4.17373	3.71357	3.40989	3.76085	4.28673	4.43386	4.18077	3.99553	3.69644	3.43532	3.88817	4.37085	4.43956
Vcp	5.96783	5.96736	5.9682	5.94615	5.84965	5.76451	5.7803	5.95831	5.97219	5.96729	5.94301	5.87892	5.80966	5.7146
Vdac1	6.07076	5.96013	5.86605	5.74907	5.66618	5.6557	5.85091	6.05483	6.11666	6.03214	5.82176	5.64665	5.47681	5.66994
Vdac2	6.27695	6.19221	6.03195	5.93064	5.97133	5.93581	5.84016	6.26671	6.15359	6.15949	5.93792	5.91229	5.89504	5.85403
Vhl	4.08383	3.5612	3.376	3.66675	3.84656	4.1035	4.34834	4.11076	3.51324	3.37938	3.70458	3.90739	4.12919	4.24164
Vim	7.68959	7.48969	7.55348	7.53626	7.5138	7.80361	7.99984	7.45666	7.59259	7.74032	7.64137	7.59832	7.66175	7.89526
Vps13c	4.70283	4.67039	4.32193	4.07049	3.56218	3.42511	3.74195	5.00967	4.76905	4.06422	3.51727	3.42814	3.8686	3.83792
Vps18	3.98654	3.68363	3.32703	3.15184	3.19719	3.53817	3.64018	3.99835	3.77902	3.39936	3.19697	3.22882	3.38228	3.53978
Vps25	5.14232	4.99925	4.85392	4.86019	4.95535	4.95657	4.87942	5.13266	4.94595	4.84246	4.88008	4.86212	4.9985	4.98525
Vps29	4.98823	4.93745	5.01739	4.93283	4.81664	4.84395	4.78787	5.00601	5.18716	5.05976	4.68406	4.74523	4.82143	4.82072
Vps36	4.71062	4.74289	4.65735	4.53457	4.35868	4.08743	4.03097	4.6886	4.83013	4.55186	4.27393	4.18734	4.41144	4.17919
Vps37b	3.76222	3.3159	3.31665	3.63857	3.72279	3.75131	3.81358	3.68767	3.31001	3.13964	3.59598	3.76667	3.89437	3.92669
Vps37c	3.47318	3.83525	4.13984	4.13348	4.15328	4.1236	4.10214	3.52167	3.72651	3.93152	4.16858	4.3668	4.21661	4.02908
Vps4b	4.77332	4.90288	4.94873	4.92095	4.877	4.74205	4.69106	4.91678	4.97861	4.8491	4.81518	4.82013	4.80965	4.66655
Vti1b	5.33851	5.21905	5.1528	5.10538	5.11746	5.13379	5.15916	5.40586	5.29233	5.08784	4.98398	5.02905	5.20098	5.22611
Wars	3.98725	3.87185	4.0187	4.60672	4.8914	4.6823	4.4063	4.03004	3.7338	4.02144	4.66806	4.90526	4.71063	4.39528
Was	4.64105	4.6042	4.35021	4.11374	3.96217	3.94922	4.03334	4.55205	4.56489	4.20233	4.02173	3.99051	4.20713	4.11529
Wasf2;AK199358	4.71309	4.69174	4.57397	4.37099	4.31152	4.42488	4.48741	4.66112	4.95043	4.68212	4.42344	4.2524	4.21822	4.38587
Wdr1	5.97537	5.99226	5.90126	5.75509	5.7464	5.77246	5.71852	5.98426	5.86627	5.85104	5.75732	5.72344	5.83641	5.84262
Wdr41	3.53953	3.34029	2.943	2.63064	2.68205	2.71002	2.51074	3.3326	3.46794	3.33704	2.8116	2.48281	2.40079	2.52351
Wdr5	3.77251	3.67037	3.30782	2.9851	2.94305	2.86819	2.85408	3.65379	3.73869	3.41633	2.97666	2.83101	2.89477	2.88988
Wdr61	3.96676	3.7974	3.67978	3.5923	3.47206	3.32606	3.31638	3.90814	4.02766	3.87494	3.5417	3.49086	3.34844	2.95901
Wdr7	2.76457	2.88695	2.46778	1.93601	1.73272	1.91697	2.20441	2.74397	2.86378	2.35088	1.74539	1.81235	2.18284	2.21018
Xiap	3.87094	3.7654	3.8752	4.02072	4.12411	4.02379	3.90142	3.83844	3.74608	3.92273	4.0844	4.10269	4.01391	3.87331
Xrn2	4.60512	4.63563	5.00843	5.16205	4.97073	4.64656	4.51342	4.57255	4.76238	4.77213	5.07419	5.02673	4.74125	4.59271
Ythdc1	4.5411	4.73385	4.76804	4.70021	4.624	4.48945	4.56402	4.68568	4.98355	4.81847	4.63795	4.42424	4.39865	4.47213
Ythdf2	3.74236	3.75216	3.76199	3.61451	3.54818	3.51072	3.48438	3.71342	3.84183	3.79137	3.66822	3.45475	3.43915	3.50555
Ythdf3	3.91227	3.83169	3.63149	3.46955	3.57345	3.63618	3.67695	3.7829	3.96298	3.80673	3.63527	3.52668	3.37851	3.63851
Ywhab	5.90563	5.88087	5.85923	5.74608	5.61765	5.50404	5.42396	5.87693	5.85384	5.82729	5.74993	5.62262	5.52645	5.48041
Ywhae	6.39042	6.39939	6.39082	6.42702	6.60901	6.67715	6.60721	6.48876	6.40959	6.47389	6.48904	6.5293	6.56557	6.54487
Ywhag;14-3-3 gamma	5.57671	5.4782	5.47893	5.43757	5.45549	5.55685	5.59543	5.55363	5.59161	5.53759	5.39385	5.42568	5.5366	5.54021
Ywhaz	6.25781	6.2382	6.23651	6.2808	6.41422	6.33563	6.10471	6.22554	6.17452	6.28511	6.30176	6.38092	6.35636	6.14366
Yy1	4.60786	4.42883	4.18896	4.01923	4.07519	4.30138	4.43054	4.55067	4.3743	4.16168	4.24098	4.20439	4.21808	4.30188
Zadh2	3.93314	3.88293	3.91657	3.79135	3.79479	3.98972	4.05888	3.89686	3.96734	3.96333	3.738	3.78755	3.99807	4.01622
Zbtb7a	4.71711	4.75348	5.18274	5.0978	4.8666	4.73377	4.68965	4.71395	4.58388	4.9368	5.02591	4.8568	4.9876	4.93622
Zc3h18	3.99142	4.10456	3.91424	3.49709	3.24488	3.21677	3.358	3.92161	4.13863	3.82898	3.4642	3.30368	3.36949	3.30038
Zc3hav1;AK167137	3.94474	4.34185	4.95003	5.10116	4.84783	4.66305	4.67014	4.032	4.46239	4.84599	4.96188	4.84782	4.74921	4.6195
Zeb2;mKIAA0569	5.06028	5.67738	5.73988	5.28123	4.85929	4.55101	4.52357	5.31397	5.80124	5.53956	4.98901	4.6531	4.70681	4.68894
Zfand2b	2.62646	2.77034	2.73957	2.70149	2.70167	3.07452	3.14721	2.53776	2.99323	2.81445	2.78764	2.82154	2.89074	2.91592
Zfand5	4.76782	5.03955	4.97542	4.80629	4.79172	4.78549	4.82935	4.92571	5.15459	5.0356	4.67753	4.66254	4.73534	4.80432
Zfml	3.71579	3.76595	3.55938	3.24028	3.21851	3.21851	3.35898	3.62021	3.84612	3.52894	3.18159	3.11044	3.39894	3.39117
Zfp259	3.56256	3.31736	3.01013	2.96564	3.01102	3.33905	3.66193	3.50482	3.29652	3.1052	3.10487	3.09423	3.3564	3.40564
Zfp422	3.5604	3.93433	3.84216	3.58299	3.35326	3.08498	2.90547	3.4422	3.78234	3.69018	3.4566	3.25448	3.40354	3.23423
Zfp622	3.46021	3.53127	3.32914	3.33709	3.37819	3.50401	3.6329	3.40445	3.6876	3.44424	3.27636	3.34264	3.46646	3.55106
Zfp830	3.38828	3.57969	3.40963	3.18794	2.92784	2.85645	3.00965	3.48401	3.50161	3.28485	3.07083	2.78704	3.08006	3.15107
Zfr	4.1091	4.16809	4.25119	4.35718	4.31523	4.08521	4.00217	4.08893	4.17193	4.22449	4.28601	4.25722	4.15176	4.10782
Znfx1	4.08745	4.31919	5.38444	5.95536	5.81154	5.62482	5.48019	4.07536	4.44951	5.12929	5.89299	5.89334	5.72057	5.50193
Zyx	6.67262	6.5908	6.42949	6.36551	6.4303	6.42619	6.29794	6.42072	6.63216	6.52833	6.33669	6.465	6.48147	6.34848
Zzef1	3.968	3.98748	3.71812	3.66272	3.85586	3.72822	3.58421	3.97403	3.89024	3.58156	3.53941	3.77104	3.94026	3.80806
mACS4;Acsl4	4.48051	4.74115	4.80282	4.7416	4.83519	4.73579	4.66857	4.51717	4.82032	4.85666	4.67376	4.78453	4.76685	4.58635
mDEAH9;Dhx15	5.3501	5.70781	5.59242	5.20407	4.78778	4.63232	4.71297	5.37786	5.74381	5.2817	4.96748	4.81569	4.88651	4.91441
mDj11;Dnajc7	5.52796	5.40303	5.29156	5.64131	5.95466	5.88173	5.79138	5.60837	5.29496	5.01512	5.43631	5.90589	6.12713	6.10385
mFLJ00017;Cyth4	5.98788	5.59442	5.43452	5.23575	5.02368	5.1063	5.24188	5.99969	5.72543	5.44671	5.1469	5.00036	5.11543	5.18991
mFLJ00294;Rab11fip1	3.68132	4.88617	5.237	4.56832	4.05637	3.95697	4.02151	3.80135	4.99572	5.27179	4.49636	4.01802	3.91121	3.9132
mKIAA0031;Eftud2	4.19538	4.31536	4.00066	3.67752	3.55998	3.5255	3.62834	4.00583	4.26032	3.97877	3.72327	3.63877	3.74925	3.54653
mKIAA0050;BC064116;Acap1;Centb1	4.42972	4.5024	3.97788	3.04661	2.16063	1.92175	2.51111	4.13449	4.47815	4.18169	2.71013	1.85896	2.44938	2.73732
mKIAA0136;Morc3	3.82182	3.57125	3.9071	4.40989	4.59003	4.40526	4.24908	3.7595	3.33471	3.82594	4.53869	4.67645	4.52443	4.29472
mKIAA0694;Dock10	5.01106	5.33273	5.65471	5.65584	5.61511	5.47585	5.30767	5.13946	5.32344	5.71381	5.5538	5.38383	5.50217	5.43645
mKIAA0891;Usp19	4.05815	3.94955	3.78487	3.69038	3.63124	3.64427	3.78941	4.05354	3.8388	3.63529	3.69394	3.83621	3.75825	3.73185
mKIAA0970;Fndc3a	4.23342	4.2421	4.59609	5.04871	5.22123	5.09752	4.97083	4.23651	4.39356	4.64441	5.07055	5.18717	5.01531	4.86239
mKIAA1108;Tbc1d1	3.62359	3.93617	4.3533	4.53962	4.48947	4.08812	3.86017	3.5371	3.91573	4.41489	4.61442	4.53287	4.04813	3.82731
mKIAA1207;Myof	4.98007	4.9833	4.99956	4.69263	4.54962	4.76548	4.91005	4.85371	5.14628	5.11821	4.75578	4.60462	4.65374	4.74838
mKIAA4155;Usp4	4.36979	4.43937	4.25485	4.28751	4.37308	4.36035	4.39507	4.37252	4.46908	4.2555	4.13275	4.41337	4.52045	4.31636
mUBPY;Usp8	4.3231	4.11624	3.95754	3.83567	3.86268	4.06023	4.1748	4.12468	4.27389	4.12707	3.94357	3.9247	3.93726	3.99909
mVps16;Vps16	3.68902	3.80655	3.60188	3.22285	3.22686	3.35788	3.4536	3.64103	4.1132	3.82178	3.42872	3.31376	3.03122	3.00893
nssr 1;Srsf10	4.76014	4.67742	4.4127	4.18241	4.2626	4.32266	4.24032	4.9951	5.02535	4.45566	4.05608	4.06311	4.13387	4.12908
pub;Trim14	3.27236	3.00725	3.35103	3.81267	3.85587	3.8503	3.76909	3.48592	3.1213	3.26492	3.82283	3.84016	3.77013	3.61331
