Gene Group	M/L LPS R1 0h	M/L LPS R1 01h	M/L LPS R1 02h	M/L LPS R1 04h	M/L LPS R1 06h	M/L LPS R1 09h	M/L LPS R1 12h	M/L LPS R2 0h	M/L LPS R2 01h	M/L LPS R2 02h	M/L LPS R2 04h	M/L LPS R2 06h	M/L LPS R2 09h	M/L LPS R2 12h
Akr1c13;Akr1c12	71.926749000093	71.30386188247228	68.51513431441687	64.95169594738613	67.83292399206408	66.45880999553921	61.550633634617284	71.36016224314122	72.84463441235056	68.81586062715355	66.80468958564622	63.79210413845085	64.62936132661257	64.3736878318937
Akt1	19.230448054625263	19.71751519115373	19.33294363549664	18.084195890649546	17.179486839866602	16.54326966528058	16.640656962025357	19.910421449784494	20.111350236184066	18.740560696381642	17.227288442134682	17.141389134998295	17.45042611494714	16.27950768594442
Alcam	6.655905976575113	6.855641265588457	6.846377601117564	7.044113709101653	7.729991576707026	8.504746122930975	9.156508279073119	7.076123813166581	7.147421287443252	6.94987788226186	6.847020234895771	7.3334305459507085	8.224909526605966	8.680816570013228
Aldh1l1	17.024326553161465	16.27591534858112	16.667746257506117	17.546153610296283	17.535968352477045	17.521232043242154	17.306487897036266	17.47651338442013	16.94952268297473	16.798109663251232	17.897164757170913	17.64604613560247	16.71959306649832	16.455801882738825
Aldh2	1964.534350457508	2014.9116605838824	2020.3696678555618	1921.744850669519	1900.8088986068426	1919.4783751602079	1891.6785439316955	2006.0634461310294	1971.8515522115426	1991.7339895905345	2002.594700646049	1918.0222550764818	1849.2746638376625	1909.6895001693038
Aldh4a1	48.97405019147027	50.0132613809172	52.06319519171005	50.90892093399873	50.52371388965664	48.710062681702674	48.61286625573426	51.678872144683794	52.19574066887735	51.15192198884483	50.18738180990177	49.858112878393385	48.26939873809701	46.65516587378116
Alg5	10.502609385868658	10.232366706608214	9.698414856299518	9.972202162758105	10.215449052532357	10.775136647925699	11.589154773624546	9.97962868229031	9.822413055924994	9.66082425553642	9.963168913887133	10.568117041727808	11.21024060933956	11.642316683564632
Alkbh5	4.803754371084681	4.982376650324706	4.872621313565448	4.6802436564724275	4.720901381762671	4.583833052387906	4.378630987126552	4.7277304777479845	5.065831910069881	4.993197358122413	4.65649616323998	4.552439924376494	4.523122770808714	4.466848888981664
Amdhd2	192.06514161619762	186.18290065375416	178.26885185528192	184.06377691408446	194.32691802309103	194.31764404817056	187.2864734142871	184.8108015708169	190.6136110311447	191.76880913763046	182.7522592299561	182.0520379906357	190.5928064985154	194.03908036337825
Ampd3	11.628397150677088	12.145776783667127	12.175221963989593	11.992487962537183	11.860816452576366	11.59759684176913	11.554216295383494	11.362499433593394	11.843501530823712	12.237452260426192	12.332586113229572	12.168998174511474	11.397640846598916	11.78392385604073
Ankhzn;Ankfy1	62.08725267027393	61.36148442832285	59.996263627500085	60.90021156168504	62.47176813522192	60.355626456630574	60.560137073986375	61.09842716231857	61.958833894804975	63.20489208126516	60.45847472696674	59.26303340916762	60.47653717002913	60.98331225607723
Ankrd17	2.749232320141101	2.6637645347313423	2.704830693934605	2.808994793934162	2.9633876523253457	3.1237466702618457	3.0958402061320047	2.6011010199511095	2.7158705440307833	2.773843182089046	2.8354156018058254	2.9334729376274877	3.0302512885434343	3.28170356966952
Anks1	0.9209343071363574	0.9344807439648966	0.9195524098017012	0.849895897253831	0.7992017468973024	0.7587803279017133	0.7258631328712188	0.9411390950107552	0.9259710927676897	0.8538034129899659	0.8409573614718748	0.8249757901400643	0.7620859143540845	0.7596799053145306
