ENSG	R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30
ENSG00000143107	4.3576421896	4.372626848	4.3883164175	4.4224424429	4.5847443013	4.2253976284	4.3833753441	4.5219977091	4.3722563258	4.3966438083	4.4197128256	4.4561687386	4.3114450771	4.4218928405	4.5262472791	4.6064359944
ENSG00000119669	7.6709307929	7.6120098712	7.5518855651	7.421753144	6.9463631095	7.3632941397	7.3625287566	7.3515930917	6.223373442	6.6348548594	7.0452573408	7.860184085	8.021537782	7.5677590204	7.3735905229	7.2671742653
ENSG00000156931	7.5148671298	7.5584007852	7.6009478182	7.682465501	7.8914214047	7.7331391258	7.6043312414	7.5034099691	7.8291758952	7.6534811193	7.4777181264	7.1277902372	7.8773408039	7.4796567786	7.4196750173	7.3151091555
ENSG00000198901	14.1653040249	14.219797146	14.2745971991	14.3882195144	14.2573213787	13.8332453151	13.6454007374	13.4704894409	14.1892918093	14.1788349375	14.1680406356	14.146582506	13.6230731887	13.6232850093	13.6527987954	13.6638664651
ENSG00000082898	10.7197734732	10.7975595435	10.8759757344	11.035869034	11.1625565475	10.9858525315	10.9223524554	10.8852989853	10.9292129252	10.8457322983	10.7620306307	10.59516978	10.6898731025	10.8979052512	10.866975641	10.8177718686
ENSG00000175575	11.9626146641	11.9970664846	12.0322884384	12.1067922988	12.2585058413	12.4549642333	12.5242327485	12.5638478123	11.7915682425	11.8670738484	11.9410759342	12.0816720782	12.4097343501	12.3841622722	12.4098428536	12.4320859723
ENSG00000159173	6.4185427179	6.3113195004	6.2022863455	5.9748467369	5.9471202739	6.2192622039	5.9789125044	5.8464465807	6.5163372006	6.5267660364	6.5372490557	6.5588224425	6.8434796921	6.3975254984	6.1222681047	5.933318708
ENSG00000153162	11.2707331946	11.341708131	11.4128163076	11.5558234385	11.7889915635	11.7881799883	11.7881799883	11.7881799883	11.377466501	11.411306055	11.4449773592	11.5148485575	10.7466260129	10.8131416974	10.7040832813	10.6002007494
ENSG00000152465	7.2017713177	7.1501503105	7.0998368602	7.004624397	6.1701424476	6.7423836871	7.0761654082	7.3047992928	7.4446319127	7.3184873238	7.1916956424	6.9350955086	6.7737450557	6.8042585216	7.0698899442	7.2945256673
ENSG00000161929	5.9890475326	5.912042775	5.8350380174	5.6810285023	5.2550417147	5.592879601	5.7706253878	5.8867884881	5.8440041051	5.8311660562	5.8188469672	5.7949206915	6.0288879551	5.75198652	5.7315824503	5.7317255589
ENSG00000156876	7.5198334727	7.6666101085	7.8145388019	8.1184932818	8.4471917343	7.8770266769	7.6869439648	7.5726437533	7.7433600462	7.6793269663	7.6152448526	7.4865295146	7.5742178202	7.6668236539	7.7807973391	7.8698781817
ENSG00000181392	6.7465549756	6.7991554922	6.8510835273	6.9525868299	7.0207173948	6.5464881122	6.8424197346	6.8448503305	6.9275037489	7.0734837297	7.2211068026	7.5239186823	7.5255425163	7.0973330534	6.8994800319	6.7641171336
ENSG00000273170	7.7870556169	7.6991132538	7.6116101893	7.4355762087	7.4739705785	7.9176456117	8.0358062581	8.1078617245	7.0356386185	7.2477645638	7.458424489	7.8703732574	7.1405946374	7.4241147822	7.6910397345	7.8925432311
ENSG00000143858	5.9992718695	5.929285871	5.8600654768	5.7249049507	5.2922316386	5.7795089885	5.9730041346	6.0875035129	6.0207713716	5.9692221104	5.9175298215	5.8131982792	5.8088870068	5.6704448146	5.8384336802	5.9207973977
ENSG00000183273	5.2322785375	5.420138438	5.6092267546	5.9936672344	5.7930359957	5.3600077947	5.3560204003	5.351113165	6.0087653875	6.0570654645	6.1048460341	6.1992432476	4.8973029663	4.8967290598	5.3760519618	5.5557980501
ENSG00000155463	11.3166227559	11.3700278441	11.422388741	11.5255797161	10.9163939759	11.0276399715	11.2195395447	11.3641183049	11.7931850678	11.5247083887	11.2555842716	10.7139572544	11.2489843478	11.471420284	11.414419734	11.4244565591
ENSG00000068137	12.1070948521	12.2993582061	12.4916464626	12.8749804114	13.9371531093	12.9700309978	12.6278499597	12.1414968337	12.1554338585	12.2790179829	12.402759646	12.6510637767	12.020842767	12.01859696	12.0036942212	11.9981056941
ENSG00000131558	6.47634627	6.4829091406	6.4902221472	6.5059726016	5.8010838253	6.8190261338	7.1350576513	7.294790559	6.2428189025	6.288472576	6.3327586094	6.4147314508	6.6345531392	6.518183539	6.7223162479	6.8909427
ENSG00000177710	5.420990184	5.3882147894	5.3562639803	5.2942662809	4.4758527206	5.2744373305	5.5560938261	5.7105688816	5.3114739175	5.3279619647	5.3435072545	5.3666291583	5.0466986789	5.1750341411	4.97829176	4.8010192425
ENSG00000117143	8.4546504989	8.7067587275	8.9576024398	9.4530546901	9.4134351529	9.3875295178	9.1402904716	8.9291923805	9.3088285673	9.1049262201	8.9008269393	8.4922867572	9.7315901146	9.7346176025	9.1132450039	8.8802302794
ENSG00000181472	9.2017523968	9.1897998414	9.1778849342	9.1536578802	8.9014642063	9.2738692405	9.1104073249	9.0637278576	8.9826843166	9.0759557892	9.1691088482	9.355827492	9.202323013	9.0079980786	9.1302411954	9.1791173239
ENSG00000163064	6.4881610526	6.5332803575	6.577500988	6.6639873514	8.1949453562	7.1088251054	6.2615897643	5.6476086624	6.1195001329	6.083046276	6.0465648443	5.9736164648	5.2399647281	5.705915213	5.7680367572	5.8724432766
ENSG00000116106	5.8271750876	5.9054808408	5.9846628419	6.1458637221	6.4741378535	5.9593960664	5.7205375942	5.5724954752	5.5538977015	5.6377092123	5.7213551553	5.8877432733	5.4715240435	5.6489225591	5.7664825307	5.8453019148
ENSG00000167077	11.7148450442	11.7924158834	11.8700003441	12.0249642767	12.690188791	12.5420250927	12.4263368431	12.342387668	11.4545591351	11.5654351606	11.6757787402	11.8925693585	12.2608791254	12.2963407235	12.0843483445	11.9060411496
ENSG00000169992	10.1656337111	10.1492369731	10.132840235	10.100046759	9.5295837413	9.7312743381	9.920996952	10.0616202825	10.5593841945	10.3993818662	10.2394937135	9.9199354144	9.8217098067	9.8227829729	9.8576640972	9.8707445189
ENSG00000138134	8.1516711764	8.268472354	8.3857358583	8.6249191864	8.4039950229	7.9535603872	7.9583006978	8.0105434076	8.1954508168	8.1470066207	8.0985624245	8.0016740323	7.7541330018	7.9448901629	8.0093030362	8.0441491534
ENSG00000153936	8.6938361348	8.652052719	8.6107870615	8.5307900465	8.096898926	8.2831280879	8.6188591703	8.8824275961	8.913942268	8.8514438068	8.7889453455	8.663948423	8.4421998175	8.6158418255	8.7884674609	8.9178306138
ENSG00000221845	5.6107519333	5.5131158847	5.4155913524	5.2215069063	4.4740099435	4.4742786939	5.2657220837	5.5625133549	5.7674040831	5.7049723677	5.6432100002	5.5206048161	5.7736447885	5.4270112979	5.361431729	5.2713745035
ENSG00000184752	12.6125871405	12.5266139982	12.441101858	12.2691551223	12.0372045968	12.2596023055	12.3873691279	12.4758108592	12.5055946594	12.4723526485	12.4389797927	12.3711954027	12.439315213	12.4051694876	12.4694760432	12.5205172214
ENSG00000145781	9.6571486097	9.609560084	9.5619543636	9.4665409775	8.8653771883	9.1082525704	9.3209486998	9.4755267484	9.626845133	9.6134355625	9.5999622336	9.5727456194	9.4656678745	9.4437430446	9.4759791637	9.5089634151
ENSG00000205643	10.9280490852	10.9734485725	11.0196312608	11.1159009984	11.634700595	11.4074532534	11.2650907999	11.1710606597	10.81191113	10.9291727358	11.0462216206	11.2796855708	10.6405772962	10.9048833731	11.100656316	11.2469892127
ENSG00000243244	7.5844606588	7.6788660053	7.7746550813	7.9738732669	7.9091135727	7.4965589661	7.7605576383	8.0067162247	8.0480209517	8.0905780466	8.1329955311	8.2184800931	7.6272355995	7.8723938381	8.208958553	8.4686802886
ENSG00000180424	5.0050360148	4.9352324309	4.865428847	4.7258216791	4.8805588436	5.062046778	5.0859689407	5.0843189355	5.0491794562	5.0663816234	5.0838754037	5.1173525223	5.0859539536	5.0099371483	4.9512298785	4.8896326152
ENSG00000197847	5.861717193	5.8119888864	5.7619299515	5.6616442199	5.0815889992	5.6773204072	5.7539579952	5.7672224993	6.3911950303	6.2923588416	6.1947319953	5.9989333407	5.9119508205	5.5309161801	5.4853997236	5.4472426605
ENSG00000100532	7.0245721483	7.1920778211	7.3586696365	7.6908261652	7.6755917049	7.4625828408	7.1696713056	6.9147771838	7.321661171	7.2581825785	7.1932889211	7.0549345995	7.9867289353	7.7294453747	7.2617989755	6.8940273964
ENSG00000141446	6.2741174129	6.5334023046	6.7924727286	7.3132748326	6.557300417	6.641787346	6.5803176918	6.5091039841	6.4061335805	6.4262113658	6.4459795523	6.4846303443	6.7173746672	6.5854718591	6.4919755324	6.4016310094
ENSG00000109171	5.6246107365	5.7040082676	5.7837688767	5.9476227514	5.1433104051	5.3908385884	5.5557214656	5.6741730393	5.3117250525	5.3457982955	5.3780019444	5.4344483486	4.8826866373	5.2579904158	5.5097599133	5.6801096615
ENSG00000102967	10.5850310071	10.4921053063	10.3997814047	10.2169175434	9.8347343212	9.8938352893	10.413211225	10.7105478203	10.3883735631	10.4047503903	10.4208089949	10.4533532943	10.0654909835	10.2143917487	10.5305417198	10.7842232358
ENSG00000152292	6.6949558991	6.6185318641	6.54248219	6.391908783	5.8696477066	6.2304584407	6.6868656058	7.032203253	6.1112198407	6.1423184312	6.1729141155	6.2332127521	6.150608041	6.2601709937	6.653839863	6.9799823518
ENSG00000232480	7.7794245159	7.7857510161	7.7928922599	7.8116069359	7.7604322979	7.3740898784	7.7040414381	7.9546515056	7.6465424101	7.7584130235	7.8696873513	8.0928503289	7.0693800315	7.5534941047	7.8672444951	8.0813453194
ENSG00000156170	9.1614950989	9.2124034589	9.2640979946	9.3687810565	9.3645195501	9.3167493422	9.2695662207	9.2147610789	9.3437370449	9.3836926553	9.4230789451	9.499560499	9.3542494722	9.338707294	9.2303638779	9.1379809989
ENSG00000120333	11.928360401	11.8331595195	11.7379012979	11.5466896658	11.4309684864	11.7160376201	11.9437698554	12.105033458	11.7847327481	11.7487644158	11.7125657028	11.6384069787	12.0174688637	11.9013076379	11.962866379	12.0109715237
ENSG00000120586	5.8895619027	5.8460851911	5.803081206	5.7206140561	5.3622845652	5.4645065983	5.5284841865	5.5699702289	5.5179985774	5.5826746088	5.6472934609	5.7758648983	4.7774580145	5.6524119504	5.4317340241	5.4230492031
ENSG00000259206	8.0317419708	7.9901128835	7.9484118886	7.86460238	8.4569212995	8.4595755058	8.4917390093	8.5204509231	7.6722605425	7.6672914399	7.6611583239	7.6424493154	8.3572300354	8.2353970776	8.0894373256	7.9760447116
ENSG00000166377	7.6068668193	7.7254439283	7.8447785398	8.0852258571	7.4832754719	7.5323242564	7.6753892665	7.7608224371	7.5687452045	7.6226019778	7.6759882038	7.7831052347	7.5022276947	7.6529930311	7.6341159462	7.6041325607
ENSG00000104112	5.6163232556	5.4855127172	5.354590147	5.0919709182	4.8301561647	5.3797965099	5.2458964176	5.2403666218	5.6565783284	5.6501671281	5.6438998592	5.6307598671	5.7494110399	5.380743642	5.3184717205	5.2276796551
ENSG00000144824	6.2118950515	6.3215617478	6.4312284441	6.6505618367	6.1210549852	5.9556603256	5.9042687593	5.878027491	6.2229111643	6.470485753	6.7179818329	7.2128933761	5.8252015661	5.8214839069	5.7431869733	5.7138256232
ENSG00000255112	9.0126898586	9.0330280073	9.0534750803	9.0945304074	8.9603323952	9.3330148256	9.6405417802	9.864393038	9.279153807	9.289195075	9.2995470324	9.3231559622	9.4748096397	9.6933236897	9.8579948779	9.9800902314
ENSG00000138386	10.8493777561	10.8777377238	10.9060774849	10.9624227193	11.0844303137	11.0579954107	11.0488305323	11.045194908	10.6114913069	10.6765176502	10.7414720817	10.8715286784	10.3260422309	10.3249456192	10.8482237572	11.0444530589
ENSG00000249915	15.4605357408	15.4499471258	15.4398813324	15.4227076661	15.3667327052	15.4958258575	15.517887356	15.5245622703	15.5630552012	15.5195528989	15.4760505966	15.3890459921	15.536198128	15.539909184	15.5478267794	15.5545302231
ENSG00000164182	12.1650853916	12.0599868201	11.9556232956	11.7476327305	11.7771406246	12.4559413187	12.5333715125	12.5680652801	11.9738893919	12.0050107811	12.0362091722	12.0989543857	12.6928900348	12.6929781804	12.4754344591	12.3938555637
ENSG00000096401	9.5044366304	9.5673282522	9.6311559777	9.7641547634	10.1468521059	9.8343298919	9.6712644347	9.5648661333	9.5941743332	9.6037246705	9.6132522888	9.6350015319	9.795916386	9.8299286157	9.7113188123	9.6066995553
ENSG00000249816	7.3469009515	7.1445715861	6.9418207999	6.5343787064	7.04154821	7.2569490477	6.9417570073	6.7807337985	7.4060489153	7.3362044796	7.2685993344	7.143350932	7.7910932116	7.23731164	7.0476503483	6.9380766377
ENSG00000185888	6.0704318659	6.0112402551	5.9510398903	5.8254599849	5.6127636838	5.8329976661	5.8659335162	5.9172156597	5.8899622188	5.9294159084	5.9694492602	6.0478717686	6.4715197568	6.2301533855	6.2085936484	6.2155265988
ENSG00000204410	9.2319005132	9.1832367668	9.1348244506	9.0384168728	9.5088585624	9.3197469589	9.4606876893	9.5922196558	8.8001132773	8.7281076878	8.6556954924	8.5109277562	8.5239290631	8.8830910747	9.0292296475	9.1223537728
ENSG00000123091	11.9981197822	12.0081743533	12.0182935002	12.0392654971	11.9434659516	11.9708295644	11.9666804299	11.9590283294	11.88327296	11.8986303525	11.9138979364	11.9454015285	12.0990884154	12.0030516242	11.8902034879	11.8016501267
ENSG00000136932	7.6247698679	7.6911577238	7.7566398199	7.8863790004	8.7003884607	7.8807066808	7.5341822484	7.2528572331	7.7645485157	7.6736154133	7.582398149	7.4014637151	7.5527198046	7.7230798904	7.5194138169	7.3171396185
ENSG00000065243	7.8076869675	7.8365160179	7.8667389948	7.9332554229	7.8214202754	7.6966049071	7.7682802103	7.8172104652	7.6970670078	7.7118015653	7.7260162584	7.7535932643	7.4954373527	7.4784816404	7.5931924602	7.689085291
ENSG00000111674	8.9804139554	8.9731492013	8.9663591039	8.9541290331	8.3547566315	8.4175300964	8.7229131429	8.9798211239	8.9392394675	8.7975821597	8.6558149698	8.3737698928	8.1679862543	8.2789368899	8.4611941131	8.6032928964
ENSG00000116574	5.3514487575	5.5465351743	5.7426351349	6.1405000296	6.2837472542	5.582507292	5.8765601846	5.955510014	5.6461135012	5.6713443392	5.695603962	5.7402761415	5.0550186269	5.0556367014	5.7626215925	6.0277409267
ENSG00000126705	9.3716864028	9.3734948463	9.3749355752	9.3755075278	8.7244504712	8.9923861687	9.0997900613	9.2033390214	9.0277314495	9.0574683933	9.0872359568	9.1466057674	9.5994522289	9.456105753	9.2827200585	9.147903841
ENSG00000226920	7.5611747241	7.453092266	7.3460323453	7.1367166497	6.5752447512	6.7376655426	7.049581948	7.298398649	7.3822612546	7.3720068941	7.3610154986	7.3384696557	6.2639133019	6.8721486036	7.2320325776	7.47875989
ENSG00000162641	5.8839129948	5.8407126345	5.7971325867	5.7067735292	5.9497369234	6.1539774341	6.0881472183	6.0400929804	6.2624694951	6.1220493092	5.9819984736	5.7023881837	6.3992076208	6.1831899919	5.9705353736	5.8180694289
ENSG00000101445	9.9157337355	9.6385585916	9.3570794378	8.7740571934	9.754417719	10.0110211279	9.8526644334	9.762331473	9.6414343217	9.7771846496	9.9133278513	10.1855578912	10.5910434619	10.1485573874	10.0763719501	10.056689433
ENSG00000197451	11.3833773331	11.3588776089	11.3338158675	11.2842610869	10.7206900014	10.9357490583	11.1647696609	11.3361037423	11.7065291378	11.4585690819	11.2097228511	10.7074649056	10.9870679061	11.0329504604	11.2330577466	11.4006728235
ENSG00000116095	9.4171107294	9.4304392953	9.4442612021	9.4749671769	9.2075493726	9.3525077178	9.3529442722	9.3326778977	9.4198045753	9.4594826773	9.4990847883	9.5780183651	9.7524532756	9.5504345281	9.359218976	9.2160613042
ENSG00000057757	8.4737977399	8.6541584752	8.8332846988	9.1909571896	9.0549785643	8.6458247982	8.6491923248	8.6062945617	9.0784307469	8.781501625	8.4830797944	7.8789565407	8.3510857321	8.7350216985	8.7471288604	8.7202399129
ENSG00000128654	10.4307355013	10.4922887839	10.5547671992	10.684949184	10.8194682822	10.4312218201	10.4512605649	10.5068464953	10.5596249689	10.5636597337	10.5676323576	10.5771949349	10.3980083898	10.5860419016	10.6472210806	10.6795896996
ENSG00000131398	8.9238211239	8.6479961918	8.3711674895	7.8105430812	7.7099681981	8.0488535271	8.2523531938	8.390179556	8.3120850797	8.3827517977	8.4528633409	8.5892716222	9.0016266156	8.851052483	8.5996937406	8.3941557254
ENSG00000133740	7.60736753	7.7456442922	7.8850079608	8.1703952584	8.1316900848	8.0614980103	7.9189344974	7.7984692511	7.8171407027	7.7892946717	7.7614918314	7.7065819785	8.3049660254	8.0834184076	8.0555803763	8.0504665942
ENSG00000186272	7.9057903968	8.1227964396	8.3396911981	8.773009191	8.0915952604	7.9332316468	7.9472220017	7.9339272854	7.9952961854	8.2157515792	8.4363366051	8.8785218259	8.0584921841	8.028008078	7.9851277561	7.950450591
ENSG00000100647	9.0004219473	9.0477112522	9.0950665776	9.1905800406	8.9642638139	9.1995152127	9.3370599872	9.4256168452	9.053844338	9.0703887052	9.0869064039	9.1200855998	9.2546723506	9.2442902226	9.2368875552	9.23179633
ENSG00000130699	8.8798909846	8.9809338403	9.0827991134	9.291212255	8.9648019296	8.5596348954	8.715726419	8.8769902413	9.0098566158	9.0003450689	8.9905256309	8.9704519812	8.457866783	8.7509119125	8.9523630874	9.0949713702
ENSG00000101439	9.9721485584	9.8008996999	9.6287904845	9.2791103734	9.1073084176	9.6593998514	9.9879078338	10.2116292504	9.7601916222	9.726611898	9.692960945	9.6246901163	9.8903315646	9.9873552916	10.1222252556	10.2292127889
ENSG00000172458	5.1988374964	5.2905296678	5.3831037652	5.5748325354	4.7816578312	5.0816162135	5.3874384209	5.6153520667	5.1919036407	5.2624382962	5.3319327815	5.4658266621	5.1561685989	5.3196144267	5.7385854128	6.0797038475
ENSG00000093072	5.1371332583	5.0741401988	5.0108199965	4.8847113641	4.4735462548	4.8963839739	5.0157598979	5.0698577898	5.0754216229	5.0900030668	5.1047444082	5.1320618668	5.2331276199	5.009223185	5.0349813191	5.0257598933
ENSG00000178115	5.1775948578	5.2845681033	5.3925152467	5.6128982003	4.9757784605	5.3458141824	5.5830309463	5.7415799014	5.1496943374	5.2098855649	5.2683205301	5.3755193352	5.2310468882	5.5588727155	5.6621921382	5.7212576041
ENSG00000111875	5.8054599528	5.976661423	6.1487684861	6.4995413209	5.9777885246	6.1505557494	6.1996844587	6.2163391803	5.9833565429	5.834639946	5.6857476357	5.3859321913	5.8982877226	6.1304650312	6.2834569451	6.3920841165
ENSG00000180998	6.4224907411	6.4693965372	6.5163283698	6.6104807738	5.8404487157	5.4098005223	6.3548366298	6.8719039845	6.2613597736	6.1683318674	6.0738628204	5.8800909044	4.8247996095	5.6528965012	6.2497812509	6.6703945186
ENSG00000132570	9.49348224	9.3864805382	9.280527609	9.070552885	8.8429399375	9.5404610485	9.6224667976	9.6163240533	9.2329971856	9.2397417234	9.2466228164	9.2609015237	9.8914609861	9.7061783807	9.5676435537	9.4623251497
ENSG00000205238	6.5922233556	6.4955250415	6.3995609176	6.2124836819	6.0258301671	7.2569490477	6.7858150175	6.6724129044	6.6900934294	6.7559032163	6.8226997007	6.9601398313	7.1651439952	6.5883249136	6.4147064946	6.3257921885
ENSG00000173950	9.6158902742	9.5467286423	9.4772801247	9.3371881626	8.7296378175	9.0783967589	9.4473914574	9.7269408291	9.7606161634	9.7146343955	9.6688823792	9.5778031493	9.350970218	9.49789518	9.7434410546	9.934369183
ENSG00000133316	11.1290317479	11.1052234281	11.0802458311	11.0241213477	10.7544969414	11.2234553584	11.1574397861	11.064709198	11.1936055778	11.253282188	11.3137744844	11.4358815936	12.1339012083	11.7414471958	11.5649222279	11.4524689772
ENSG00000205220	13.4916689526	13.4462281057	13.4014465789	13.3148443774	13.1854239066	13.4842699358	13.724503036	13.9122567325	13.397734579	13.4885702405	13.5795758527	13.7622907152	13.5386431977	13.6413890126	13.7632270351	13.8574158912
ENSG00000206417	7.4471824123	7.3952500714	7.3433422354	7.2396335655	6.4607338746	6.3852361491	6.3040474544	6.2417983088	7.3518777646	7.2571794877	7.1620155594	6.9693357938	6.0176947115	6.5812168105	7.1813113487	7.6354003852
ENSG00000004961	11.2625574952	11.2659813322	11.2699363126	11.2800301721	11.4927077874	11.4679176926	11.3280217144	11.2126838334	11.3646085807	11.361827763	11.3593625639	11.3576289822	11.3678903718	11.3073444055	11.237717074	11.1844383131
ENSG00000100330	7.0502595559	6.968956101	6.8869850816	6.7195206146	6.4035595757	6.9813591124	6.8294881541	6.8193592234	7.0845346592	7.0577840853	7.0324129297	6.9887088825	7.264790659	6.8829433793	6.7111166519	6.6015587225
ENSG00000110013	6.4570209269	6.4658280065	6.4748128679	6.4905781287	5.615752202	6.2471230261	6.6796582592	6.9840989181	6.3557214608	6.3029589959	6.2491027408	6.1363051306	6.1727475613	6.2204984468	6.5781216356	6.8611464764
ENSG00000112996	10.1573342838	10.2946665031	10.4325728876	10.7140119108	11.2188299732	10.6685377197	10.5451322917	10.4369557699	10.4550631333	10.3732716981	10.2905919526	10.1211985842	10.454168262	10.6627131099	10.6664393161	10.6502641752
ENSG00000154957	8.854424406	8.9631038811	9.0723711748	9.2935046833	8.8536669486	8.8694844955	8.9510884909	9.0242952878	9.0348388209	9.1243663982	9.2141430318	9.3955328345	8.9536445891	8.9823261659	8.8755631856	8.8150796845
ENSG00000109906	6.2149686644	6.2974952376	6.3805115379	6.5475728714	6.5557859984	6.5533946374	6.4186939881	6.3387340412	5.921072344	5.9692146326	6.0154495505	6.0984040861	6.2267319928	6.5560957752	6.6053875983	6.6207295614
ENSG00000022567	7.3541158863	7.3839828473	7.4140493486	7.4736035104	7.2954010702	7.4545254323	7.5350964266	7.5841296377	7.1890398224	7.284910849	7.3803507209	7.570519769	7.7398752256	7.619932657	7.5764479582	7.5508520786
ENSG00000124172	7.5051615486	7.4836274145	7.4634979158	7.4317515648	6.6500769569	7.1813624014	7.1836974126	7.1280512905	7.6943033257	7.7238812434	7.7538484494	7.8143531431	8.404184323	7.8801692144	7.432024907	7.1067052595
ENSG00000166347	11.4789854426	11.4122400727	11.3460186402	11.2152494954	10.8339424704	10.9031845408	11.2954353434	11.6188193567	11.4591873747	11.4052033774	11.3515104551	11.2452652125	11.0487882343	11.2570844732	11.5348133381	11.7477860629
ENSG00000180448	13.0139934636	13.0279224495	13.0419310185	13.0708636375	13.0368025846	12.9537003987	13.0598612702	13.1562028454	13.0066713458	13.0212749042	13.0359425528	13.06555031	12.9571222476	13.0226572602	13.0580192757	13.0809879462
ENSG00000196236	6.7821908371	6.7498018252	6.7177418004	6.6537672454	6.2808430213	6.6779125579	6.9178268771	7.0816660304	6.8087349596	6.8482683173	6.8885200507	6.9739284894	7.0594283747	6.9282793149	6.978712556	7.0451470735
ENSG00000104738	11.264775455	11.3781282948	11.4921502567	11.7248132514	12.0481425439	11.5259802796	11.7057489255	11.7058403275	11.6441174461	11.517181713	11.389360828	11.1299524005	10.4191661334	11.0376112578	11.4913847616	11.8129723785
ENSG00000163735	9.435965103	9.3656374442	9.2964010985	9.1598345316	8.6566792454	8.8652832818	8.9131010478	8.932084998	9.2626345797	9.1150486171	8.9674577225	8.6716625225	8.8293509954	8.9151865576	9.0501122494	9.1565952757
ENSG00000144840	6.8552857873	6.8374663551	6.819573361	6.7825870563	6.1684398602	6.3410783448	6.5807896849	6.7592716783	6.747515844	6.6794133122	6.6113107804	6.4751057167	6.7058532386	6.7469056648	6.8078022896	6.8563317261
ENSG00000006007	11.4527043476	11.4257370666	11.398659947	11.3440463431	10.8256458675	11.1046819836	11.3434822025	11.5184517305	11.4535702663	11.3716188316	11.2893764326	11.1244136334	11.2274316341	11.408384854	11.4943949205	11.5589820639
ENSG00000167220	11.1083282976	11.1929507575	11.2781864169	11.4525570689	11.0241142618	11.121776492	11.2104286944	11.2764311681	11.3118997885	11.3306801279	11.3496706859	11.3885971231	11.1508666753	11.1491925918	11.1560522468	11.1622581507
ENSG00000111581	11.9950591542	12.0468896315	12.0995519642	12.2093988273	11.8590515983	11.8076437205	11.8732235218	11.9346419095	12.0426487966	12.1181259542	12.1931603454	12.3434335555	11.5873194002	11.595797722	11.7507676231	11.8832320822
ENSG00000112200	7.0546401161	7.0905496062	7.1261147333	7.1958721359	7.0327987078	7.2191845307	7.3325997847	7.4104991803	6.9161195896	6.9132092268	6.910247627	6.9044770208	7.2462126832	7.2996405074	7.1915531414	7.1335519157
ENSG00000166261	6.6681010748	6.8916673841	7.1155847944	7.5655327039	6.6661334577	6.9711882647	6.8403635933	6.8050221582	6.7619313175	6.8543731713	6.9458641738	7.1271723035	6.5678204211	6.6715158656	6.5571279491	6.4456026976
ENSG00000151466	8.8097986405	8.9402003426	9.0711647175	9.336237648	9.1546152541	9.0532257309	8.9619427089	8.8882825714	8.9857867358	9.0484527967	9.1113795326	9.240228116	9.2325189	9.2080101994	9.0516622895	8.9203921255
ENSG00000259305	9.3515936794	9.3875032812	9.4236398369	9.4955132653	9.8901225999	9.5597498935	9.4316395663	9.3605229322	9.4530953136	9.4608348947	9.4684619399	9.4840283899	9.1358784835	9.1849002625	9.2724892	9.3436264787
ENSG00000164144	9.9037138323	9.9482717048	9.9937242621	10.0886300475	10.0635690359	9.9424353179	9.8589102541	9.789189042	9.9171904372	9.9641631837	10.0107452067	10.1041004962	9.8731653707	9.981474109	9.8624604658	9.7426040625
ENSG00000107833	12.2666113559	12.1037418216	11.9398203174	11.6046512562	11.4335402085	11.4593068087	11.7306013934	11.9559183329	11.712434162	11.8304552875	11.9489025232	12.1862805699	11.6928672575	11.7708990071	11.9873360291	12.1499669579
ENSG00000204308	11.6211773105	11.7126390367	11.8030784766	11.9831788449	12.048659306	12.1927741412	11.9930216913	11.8113392031	11.8828380423	11.7023847588	11.5220334877	11.1602844036	12.5616898175	12.3779294576	11.9288488147	11.6640273186
ENSG00000234089	6.1128799709	6.0456531918	5.9785402167	5.8457102274	6.3324893827	6.1451006913	6.0822035337	6.0477755432	6.6605781204	6.5079625035	6.3557882576	6.0533583626	6.5974799933	6.4036164383	6.272192913	6.1820803958
ENSG00000133243	8.7439807591	8.6914187267	8.638613035	8.5337826739	7.9924264482	8.2454137405	8.45606423	8.6094348093	8.9537103359	8.8032752829	8.653813087	8.3611115479	8.8148344061	8.7888656431	8.7904398052	8.7968661678
ENSG00000236443	9.9414399287	9.8824984134	9.823300317	9.7048381206	9.9957484774	10.1730166031	10.2571497758	10.3086479618	10.0488114602	9.9244424475	9.8002478364	9.5527505985	10.4987146715	10.4076338711	10.2965205637	10.2104303864
ENSG00000119862	9.7184738225	9.7942999795	9.8701226084	10.021727534	10.0526820561	9.8709256822	9.7311717861	9.6250384875	9.6352662213	9.7648587408	9.8944213109	10.1534178609	9.8959063681	9.7753858213	9.6471358788	9.5495471122
ENSG00000180929	6.370177033	6.2684609418	6.1651668637	5.947653978	5.4207321447	5.9906961575	5.9838073794	5.9397415053	6.480178738	6.4017822026	6.3234551668	6.1676133276	6.3060801737	6.0845478568	5.9559750683	5.8740091954
ENSG00000070018	9.9930014295	10.0340144938	10.0750941421	10.1580214097	10.2724792429	10.1069135922	10.015110457	9.9540563341	10.0116872503	10.094354021	10.1770839622	10.3428113063	9.7030292565	9.8266826345	9.9478980972	10.0381519192
ENSG00000255242	11.2388608206	11.1662026664	11.0936271936	10.9496062619	10.5504828856	11.1752037489	11.1320840265	11.1901674007	11.2229282842	11.2176388818	11.2124470341	11.2028672585	11.0699112917	11.2030349444	11.2916257277	11.3598191119
